onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	1.612	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
1.495	0.868	n/a	boundary	n/a	n/a	n/a
2.863	0.87	n/a	boundary	n/a	n/a	n/a
4.729	0.62	n/a	boundary	n/a	n/a	n/a
21.267	0.868	n/a	boundary	n/a	n/a	n/a
27.487	0.62	n/a	boundary	n/a	n/a	n/a
34.949	1.49	n/a	boundary	n/a	n/a	n/a
54.845	0.37	n/a	boundary	n/a	n/a	n/a
59.569	1.742	n/a	boundary	n/a	n/a	n/a
62.429	0.37	n/a	boundary	n/a	n/a	n/a
67.033	0.62	n/a	boundary	n/a	n/a	n/a
73.251	0.87	n/a	boundary	n/a	n/a	n/a
73.375	2.984	n/a	boundary	n/a	n/a	n/a
74.121	0.618	n/a	boundary	n/a	n/a	n/a
75.245	3.478	n/a	boundary	n/a	n/a	n/a
75.869	1.492	n/a	boundary	n/a	n/a	n/a
77.735	0.62	n/a	boundary	n/a	n/a	n/a
125.977	3.478	n/a	boundary	n/a	n/a	n/a
133.939	3.478	n/a	boundary	n/a	n/a	n/a
139.535	0.992	n/a	boundary	n/a	n/a	n/a
144.139	0.87	n/a	boundary	n/a	n/a	n/a
146.005	1.614	n/a	boundary	n/a	n/a	n/a
147.621	2.114	n/a	boundary	n/a	n/a	n/a
149.487	0.62	n/a	boundary	n/a	n/a	n/a
151.355	0.618	n/a	boundary	n/a	n/a	n/a
151.979	0.37	n/a	boundary	n/a	n/a	n/a
164.043	1.49	n/a	boundary	n/a	n/a	n/a
167.525	0.62	n/a	boundary	n/a	n/a	n/a
177.845	0.62	n/a	boundary	n/a	n/a	n/a
183.693	0.62	n/a	boundary	n/a	n/a	n/a
188.056	n/a	n/a	S  1	Fixation	n/a	n/a
188.784	n/a	n/a	S101	CUE: 123	n/a	n/a
190.362	n/a	n/a	S 99	No Response	n/a	n/a
190.533	0.87	n/a	boundary	n/a	n/a	n/a
190.788	n/a	n/a	S  1	Fixation	n/a	n/a
191.49	n/a	n/a	S104	CUE: 231	n/a	n/a
192.034	n/a	n/a	S  4	Up Button	n/a	n/a
192.376	n/a	n/a	S201	FB: Win	n/a	n/a
193.458	n/a	n/a	S  1	Fixation	n/a	n/a
194.11	n/a	n/a	S102	CUE: 132	n/a	n/a
194.774	n/a	n/a	S  4	Up Button	n/a	n/a
194.968	n/a	n/a	S201	FB: Win	n/a	n/a
196.042	n/a	n/a	S  1	Fixation	n/a	n/a
196.844	n/a	n/a	S104	CUE: 231	n/a	n/a
197.334	n/a	n/a	S  4	Up Button	n/a	n/a
197.646	n/a	n/a	S201	FB: Win	n/a	n/a
198.728	n/a	n/a	S  1	Fixation	n/a	n/a
199.42	n/a	n/a	S106	CUE: 321	n/a	n/a
200.478	n/a	n/a	S  2	Right Button	n/a	n/a
200.662	n/a	n/a	S201	FB: Win	n/a	n/a
201.748	n/a	n/a	S  1	Fixation	n/a	n/a
202.398	n/a	n/a	S101	CUE: 123	n/a	n/a
203.766	n/a	n/a	S  4	Up Button	n/a	n/a
203.972	n/a	n/a	S200	FB: Loss	n/a	n/a
205.05	n/a	n/a	S  1	Fixation	n/a	n/a
205.872	n/a	n/a	S104	CUE: 231	n/a	n/a
206.706	n/a	n/a	S  4	Up Button	n/a	n/a
206.898	n/a	n/a	S201	FB: Win	n/a	n/a
207.986	n/a	n/a	S  1	Fixation	n/a	n/a
208.666	n/a	n/a	S106	CUE: 321	n/a	n/a
209.816	n/a	n/a	S  2	Right Button	n/a	n/a
209.97	n/a	n/a	S201	FB: Win	n/a	n/a
211.054	n/a	n/a	S  1	Fixation	n/a	n/a
211.766	n/a	n/a	S106	CUE: 321	n/a	n/a
212.46	n/a	n/a	S  2	Right Button	n/a	n/a
212.754	n/a	n/a	S201	FB: Win	n/a	n/a
213.84	n/a	n/a	S  1	Fixation	n/a	n/a
214.632	n/a	n/a	S103	CUE: 213	n/a	n/a
215.682	n/a	n/a	S  3	Left Button	n/a	n/a
216.036	n/a	n/a	S200	FB: Loss	n/a	n/a
217.11	n/a	n/a	S  1	Fixation	n/a	n/a
217.76	n/a	n/a	S106	CUE: 321	n/a	n/a
218.509	0.62	n/a	boundary	n/a	n/a	n/a
218.644	n/a	n/a	S200	FB: Loss	n/a	n/a
218.883	0.37	n/a	boundary	n/a	n/a	n/a
219.354	n/a	n/a	S  1	Fixation	n/a	n/a
220.006	n/a	n/a	S104	CUE: 231	n/a	n/a
220.778	n/a	n/a	S  4	Up Button	n/a	n/a
221.022	n/a	n/a	S201	FB: Win	n/a	n/a
222.108	n/a	n/a	S  1	Fixation	n/a	n/a
222.758	n/a	n/a	S106	CUE: 321	n/a	n/a
223.49	n/a	n/a	S  2	Right Button	n/a	n/a
223.764	n/a	n/a	S201	FB: Win	n/a	n/a
224.842	n/a	n/a	S  1	Fixation	n/a	n/a
225.694	n/a	n/a	S102	CUE: 132	n/a	n/a
226.43	n/a	n/a	S  4	Up Button	n/a	n/a
226.774	n/a	n/a	S201	FB: Win	n/a	n/a
227.862	n/a	n/a	S  1	Fixation	n/a	n/a
228.572	n/a	n/a	S101	CUE: 123	n/a	n/a
229.378	n/a	n/a	S  2	Right Button	n/a	n/a
229.582	n/a	n/a	S201	FB: Win	n/a	n/a
230.664	n/a	n/a	S  1	Fixation	n/a	n/a
231.484	n/a	n/a	S105	CUE: 312	n/a	n/a
232.414	n/a	n/a	S  3	Left Button	n/a	n/a
232.598	n/a	n/a	S201	FB: Win	n/a	n/a
233.682	n/a	n/a	S  1	Fixation	n/a	n/a
234.334	n/a	n/a	S101	CUE: 123	n/a	n/a
235.106	n/a	n/a	S  2	Right Button	n/a	n/a
235.31	n/a	n/a	S201	FB: Win	n/a	n/a
236.384	n/a	n/a	S  1	Fixation	n/a	n/a
237.126	n/a	n/a	S105	CUE: 312	n/a	n/a
237.806	n/a	n/a	S  3	Left Button	n/a	n/a
237.98	n/a	n/a	S201	FB: Win	n/a	n/a
239.054	n/a	n/a	S  1	Fixation	n/a	n/a
239.794	n/a	n/a	S104	CUE: 231	n/a	n/a
240.61	n/a	n/a	S  4	Up Button	n/a	n/a
240.774	n/a	n/a	S201	FB: Win	n/a	n/a
241.856	n/a	n/a	S  1	Fixation	n/a	n/a
242.636	n/a	n/a	S105	CUE: 312	n/a	n/a
243.466	n/a	n/a	S  3	Left Button	n/a	n/a
243.7	n/a	n/a	S201	FB: Win	n/a	n/a
244.774	n/a	n/a	S  1	Fixation	n/a	n/a
