onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	1.862	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
9.577	0.368	n/a	boundary	n/a	n/a	n/a
13.681	0.498	n/a	boundary	n/a	n/a	n/a
17.535	0.62	n/a	boundary	n/a	n/a	n/a
22.389	0.37	n/a	boundary	n/a	n/a	n/a
24.877	1.492	n/a	boundary	n/a	n/a	n/a
24.999	1.12	n/a	boundary	n/a	n/a	n/a
28.853	0.87	n/a	boundary	n/a	n/a	n/a
30.099	0.868	n/a	boundary	n/a	n/a	n/a
30.845	0.62	n/a	boundary	n/a	n/a	n/a
31.719	0.62	n/a	boundary	n/a	n/a	n/a
32.341	1.242	n/a	boundary	n/a	n/a	n/a
36.945	1.242	n/a	boundary	n/a	n/a	n/a
37.317	0.37	n/a	boundary	n/a	n/a	n/a
37.819	0.62	n/a	boundary	n/a	n/a	n/a
38.565	0.62	n/a	boundary	n/a	n/a	n/a
39.187	0.87	n/a	boundary	n/a	n/a	n/a
42.669	0.87	n/a	boundary	n/a	n/a	n/a
45.529	1.12	n/a	boundary	n/a	n/a	n/a
48.019	0.618	n/a	boundary	n/a	n/a	n/a
48.393	1.864	n/a	boundary	n/a	n/a	n/a
50.259	0.62	n/a	boundary	n/a	n/a	n/a
50.633	0.498	n/a	boundary	n/a	n/a	n/a
53.743	3.478	n/a	boundary	n/a	n/a	n/a
54.028	n/a	n/a	S105	CUE: 312	n/a	n/a
55.21	n/a	n/a	S  4	Up Button	n/a	n/a
55.364	n/a	n/a	S200	FB: Loss	n/a	n/a
56.428	n/a	n/a	S  1	Fixation	n/a	n/a
57.15	n/a	n/a	S104	CUE: 231	n/a	n/a
57.725	0.37	n/a	boundary	n/a	n/a	n/a
58.332	n/a	n/a	S 99	No Response	n/a	n/a
58.52	n/a	n/a	S199	FB: No Resp	n/a	n/a
58.721	0.618	n/a	boundary	n/a	n/a	n/a
58.958	n/a	n/a	S  1	Fixation	n/a	n/a
59.223	0.62	n/a	boundary	n/a	n/a	n/a
60.614	n/a	n/a	S 99	No Response	n/a	n/a
60.876	n/a	n/a	S199	FB: No Resp	n/a	n/a
61.934	n/a	n/a	S  1	Fixation	n/a	n/a
62.636	n/a	n/a	S103	CUE: 213	n/a	n/a
64.188	n/a	n/a	S 99	No Response	n/a	n/a
64.392	n/a	n/a	S199	FB: No Resp	n/a	n/a
65.448	n/a	n/a	S  1	Fixation	n/a	n/a
66.284	n/a	n/a	S106	CUE: 321	n/a	n/a
66.698	n/a	n/a	S  3	Left Button	n/a	n/a
66.95	n/a	n/a	S201	FB: Win	n/a	n/a
68.008	n/a	n/a	S  1	Fixation	n/a	n/a
68.051	0.498	n/a	boundary	n/a	n/a	n/a
68.302	n/a	n/a	S103	CUE: 213	n/a	n/a
69.836	n/a	n/a	S  4	Up Button	n/a	n/a
70.028	n/a	n/a	S201	FB: Win	n/a	n/a
71.084	n/a	n/a	S  1	Fixation	n/a	n/a
71.884	n/a	n/a	S101	CUE: 123	n/a	n/a
73.306	n/a	n/a	S  4	Up Button	n/a	n/a
73.47	n/a	n/a	S200	FB: Loss	n/a	n/a
74.019	0.992	n/a	boundary	n/a	n/a	n/a
74.204	n/a	n/a	S103	CUE: 213	n/a	n/a
74.916	n/a	n/a	S  3	Left Button	n/a	n/a
75.11	n/a	n/a	S201	FB: Win	n/a	n/a
76.166	n/a	n/a	S  1	Fixation	n/a	n/a
76.868	n/a	n/a	S106	CUE: 321	n/a	n/a
77.69	n/a	n/a	S  3	Left Button	n/a	n/a
77.902	n/a	n/a	S201	FB: Win	n/a	n/a
78.96	n/a	n/a	S  1	Fixation	n/a	n/a
79.69	n/a	n/a	S106	CUE: 321	n/a	n/a
80.306	n/a	n/a	S  3	Left Button	n/a	n/a
80.48	n/a	n/a	S201	FB: Win	n/a	n/a
81.481	0.62	n/a	boundary	n/a	n/a	n/a
81.696	n/a	n/a	S101	CUE: 123	n/a	n/a
82.406	n/a	n/a	S  4	Up Button	n/a	n/a
82.728	n/a	n/a	S201	FB: Win	n/a	n/a
83.597	0.87	n/a	boundary	n/a	n/a	n/a
83.716	n/a	n/a	S105	CUE: 312	n/a	n/a
84.502	n/a	n/a	S  2	Right Button	n/a	n/a
84.812	n/a	n/a	S201	FB: Win	n/a	n/a
85.213	0.62	n/a	boundary	n/a	n/a	n/a
85.25	n/a	n/a	S  1	Fixation	n/a	n/a
86.06	n/a	n/a	S104	CUE: 231	n/a	n/a
86.734	n/a	n/a	S  3	Left Button	n/a	n/a
86.896	n/a	n/a	S201	FB: Win	n/a	n/a
87.331	0.62	n/a	boundary	n/a	n/a	n/a
87.332	n/a	n/a	S  1	Fixation	n/a	n/a
88.072	n/a	n/a	S103	CUE: 213	n/a	n/a
88.862	n/a	n/a	S  4	Up Button	n/a	n/a
89.094	n/a	n/a	S200	FB: Loss	n/a	n/a
90.15	n/a	n/a	S  1	Fixation	n/a	n/a
90.191	0.62	n/a	boundary	n/a	n/a	n/a
90.382	n/a	n/a	S106	CUE: 321	n/a	n/a
91.426	n/a	n/a	S  3	Left Button	n/a	n/a
91.648	n/a	n/a	S201	FB: Win	n/a	n/a
92.429	0.498	n/a	boundary	n/a	n/a	n/a
93.006	n/a	n/a	S105	CUE: 312	n/a	n/a
93.638	n/a	n/a	S  2	Right Button	n/a	n/a
93.94	n/a	n/a	S200	FB: Loss	n/a	n/a
94.996	n/a	n/a	S  1	Fixation	n/a	n/a
95.039	0.498	n/a	boundary	n/a	n/a	n/a
95.35	n/a	n/a	S105	CUE: 312	n/a	n/a
96.148	n/a	n/a	S  2	Right Button	n/a	n/a
96.39	n/a	n/a	S200	FB: Loss	n/a	n/a
97.446	n/a	n/a	S  1	Fixation	n/a	n/a
97.529	0.618	n/a	boundary	n/a	n/a	n/a
97.63	n/a	n/a	S102	CUE: 132	n/a	n/a
99.184	n/a	n/a	S 99	No Response	n/a	n/a
99.536	n/a	n/a	S199	FB: No Resp	n/a	n/a
100.299	1	n/a	boundary	n/a	n/a	n/a
100.362	n/a	n/a	S101	CUE: 123	n/a	n/a
101.07	n/a	n/a	S  2	Right Button	n/a	n/a
101.382	n/a	n/a	S201	FB: Win	n/a	n/a
102.44	n/a	n/a	S  1	Fixation	n/a	n/a
102.499	0.62	n/a	boundary	n/a	n/a	n/a
102.54	n/a	n/a	S105	CUE: 312	n/a	n/a
103.29	n/a	n/a	S  3	Left Button	n/a	n/a
103.582	n/a	n/a	S201	FB: Win	n/a	n/a
103.743	1.492	n/a	boundary	n/a	n/a	n/a
103.988	n/a	n/a	S104	CUE: 231	n/a	n/a
104.63	n/a	n/a	S  4	Up Button	n/a	n/a
104.842	n/a	n/a	S201	FB: Win	n/a	n/a
105.898	n/a	n/a	S  1	Fixation	n/a	n/a
105.981	0.62	n/a	boundary	n/a	n/a	n/a
106.605	0.62	n/a	boundary	n/a	n/a	n/a
107.229	0.618	n/a	boundary	n/a	n/a	n/a
107.592	n/a	n/a	S101	CUE: 123	n/a	n/a
109.11	n/a	n/a	S  2	Right Button	n/a	n/a
109.272	n/a	n/a	S200	FB: Loss	n/a	n/a
110.328	n/a	n/a	S  1	Fixation	n/a	n/a
111.008	n/a	n/a	S104	CUE: 231	n/a	n/a
111.796	n/a	n/a	S  2	Right Button	n/a	n/a
112.038	n/a	n/a	S200	FB: Loss	n/a	n/a
113.077	0.62	n/a	boundary	n/a	n/a	n/a
113.136	n/a	n/a	S103	CUE: 213	n/a	n/a
114.688	n/a	n/a	S  4	Up Button	n/a	n/a
114.88	n/a	n/a	S201	FB: Win	n/a	n/a
115.687	0.87	n/a	boundary	n/a	n/a	n/a
115.778	n/a	n/a	S106	CUE: 321	n/a	n/a
116.47	n/a	n/a	S  3	Left Button	n/a	n/a
116.782	n/a	n/a	S200	FB: Loss	n/a	n/a
117.803	0.62	n/a	boundary	n/a	n/a	n/a
118.01	n/a	n/a	S106	CUE: 321	n/a	n/a
118.61	n/a	n/a	S  3	Left Button	n/a	n/a
118.942	n/a	n/a	S200	FB: Loss	n/a	n/a
119.998	n/a	n/a	S  1	Fixation	n/a	n/a
120.768	n/a	n/a	S102	CUE: 132	n/a	n/a
122.322	n/a	n/a	S 99	No Response	n/a	n/a
122.656	n/a	n/a	S199	FB: No Resp	n/a	n/a
123.712	n/a	n/a	S  1	Fixation	n/a	n/a
124.402	n/a	n/a	S105	CUE: 312	n/a	n/a
125.956	n/a	n/a	S 99	No Response	n/a	n/a
126.278	n/a	n/a	S199	FB: No Resp	n/a	n/a
127.334	n/a	n/a	S  1	Fixation	n/a	n/a
127.994	n/a	n/a	S102	CUE: 132	n/a	n/a
128.822	n/a	n/a	S  3	Left Button	n/a	n/a
129.134	n/a	n/a	S201	FB: Win	n/a	n/a
130.19	n/a	n/a	S  1	Fixation	n/a	n/a
130.239	0.62	n/a	boundary	n/a	n/a	n/a
130.242	n/a	n/a	S103	CUE: 213	n/a	n/a
131.394	n/a	n/a	S  2	Right Button	n/a	n/a
131.726	n/a	n/a	S201	FB: Win	n/a	n/a
132.727	0.37	n/a	boundary	n/a	n/a	n/a
133.124	n/a	n/a	S105	CUE: 312	n/a	n/a
134.232	n/a	n/a	S  4	Up Button	n/a	n/a
134.534	n/a	n/a	S200	FB: Loss	n/a	n/a
135.587	0.62	n/a	boundary	n/a	n/a	n/a
135.722	n/a	n/a	S101	CUE: 123	n/a	n/a
136.444	n/a	n/a	S  3	Left Button	n/a	n/a
136.656	n/a	n/a	S201	FB: Win	n/a	n/a
137.712	n/a	n/a	S  1	Fixation	n/a	n/a
138.534	n/a	n/a	S104	CUE: 231	n/a	n/a
140.086	n/a	n/a	S 99	No Response	n/a	n/a
140.308	n/a	n/a	S199	FB: No Resp	n/a	n/a
141.364	n/a	n/a	S  1	Fixation	n/a	n/a
142.054	n/a	n/a	S101	CUE: 123	n/a	n/a
