onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	1.712	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
4.003	1.464	n/a	boundary	n/a	n/a	n/a
5.969	0.57	n/a	boundary	n/a	n/a	n/a
7.687	0.568	n/a	boundary	n/a	n/a	n/a
9.977	0.57	n/a	boundary	n/a	n/a	n/a
11.443	0.82	n/a	boundary	n/a	n/a	n/a
18.877	0.82	n/a	boundary	n/a	n/a	n/a
19.523	1.07	n/a	boundary	n/a	n/a	n/a
19.595	0.57	n/a	boundary	n/a	n/a	n/a
34.141	0.82	n/a	boundary	n/a	n/a	n/a
34.213	1.642	n/a	boundary	n/a	n/a	n/a
49.973	0.82	n/a	boundary	n/a	n/a	n/a
70.307	0.818	n/a	boundary	n/a	n/a	n/a
71.453	0.642	n/a	boundary	n/a	n/a	n/a
75.457	0.82	n/a	boundary	n/a	n/a	n/a
80.69	n/a	n/a	S  1	Fixation	n/a	n/a
81.352	n/a	n/a	S101	CUE: 123	n/a	n/a
82.891	0.57	n/a	boundary	n/a	n/a	n/a
83.766	n/a	n/a	S  1	Fixation	n/a	n/a
84.035	0.57	n/a	boundary	n/a	n/a	n/a
85.26	n/a	n/a	S  2	Right Button	n/a	n/a
85.576	n/a	n/a	S200	FB: Loss	n/a	n/a
86.075	1.068	n/a	boundary	n/a	n/a	n/a
86.306	n/a	n/a	S104	CUE: 231	n/a	n/a
87.544	n/a	n/a	S  3	Left Button	n/a	n/a
87.736	n/a	n/a	S201	FB: Win	n/a	n/a
88.794	n/a	n/a	S  1	Fixation	n/a	n/a
89.634	n/a	n/a	S106	CUE: 321	n/a	n/a
90.672	n/a	n/a	S  3	Left Button	n/a	n/a
90.914	n/a	n/a	S201	FB: Win	n/a	n/a
91.972	n/a	n/a	S  1	Fixation	n/a	n/a
92.698	n/a	n/a	S102	CUE: 132	n/a	n/a
93.656	n/a	n/a	S  2	Right Button	n/a	n/a
93.948	n/a	n/a	S201	FB: Win	n/a	n/a
95.008	n/a	n/a	S  1	Fixation	n/a	n/a
95.688	n/a	n/a	S101	CUE: 123	n/a	n/a
96.564	n/a	n/a	S  4	Up Button	n/a	n/a
96.718	n/a	n/a	S201	FB: Win	n/a	n/a
97.774	n/a	n/a	S  1	Fixation	n/a	n/a
98.506	n/a	n/a	S102	CUE: 132	n/a	n/a
99.276	n/a	n/a	S  2	Right Button	n/a	n/a
99.438	n/a	n/a	S201	FB: Win	n/a	n/a
100.494	n/a	n/a	S  1	Fixation	n/a	n/a
101.334	n/a	n/a	S101	CUE: 123	n/a	n/a
102.1	n/a	n/a	S  4	Up Button	n/a	n/a
102.322	n/a	n/a	S201	FB: Win	n/a	n/a
103.376	n/a	n/a	S  1	Fixation	n/a	n/a
104.118	n/a	n/a	S104	CUE: 231	n/a	n/a
105.348	n/a	n/a	S  3	Left Button	n/a	n/a
105.68	n/a	n/a	S201	FB: Win	n/a	n/a
106.734	n/a	n/a	S  1	Fixation	n/a	n/a
107.506	n/a	n/a	S102	CUE: 132	n/a	n/a
108.012	n/a	n/a	S  2	Right Button	n/a	n/a
108.204	n/a	n/a	S201	FB: Win	n/a	n/a
109.26	n/a	n/a	S  1	Fixation	n/a	n/a
109.95	n/a	n/a	S102	CUE: 132	n/a	n/a
110.524	n/a	n/a	S  2	Right Button	n/a	n/a
110.686	n/a	n/a	S201	FB: Win	n/a	n/a
111.742	n/a	n/a	S  1	Fixation	n/a	n/a
112.584	n/a	n/a	S101	CUE: 123	n/a	n/a
113.332	n/a	n/a	S  4	Up Button	n/a	n/a
113.624	n/a	n/a	S200	FB: Loss	n/a	n/a
114.68	n/a	n/a	S  1	Fixation	n/a	n/a
115.412	n/a	n/a	S101	CUE: 123	n/a	n/a
115.984	n/a	n/a	S  4	Up Button	n/a	n/a
116.166	n/a	n/a	S201	FB: Win	n/a	n/a
117.222	n/a	n/a	S  1	Fixation	n/a	n/a
118.022	n/a	n/a	S101	CUE: 123	n/a	n/a
119.574	n/a	n/a	S 99	No Response	n/a	n/a
119.808	n/a	n/a	S199	FB: No Resp	n/a	n/a
120.862	n/a	n/a	S  1	Fixation	n/a	n/a
121.614	n/a	n/a	S104	CUE: 231	n/a	n/a
122.572	n/a	n/a	S  2	Right Button	n/a	n/a
122.784	n/a	n/a	S201	FB: Win	n/a	n/a
123.838	n/a	n/a	S  1	Fixation	n/a	n/a
124.63	n/a	n/a	S104	CUE: 231	n/a	n/a
125.34	n/a	n/a	S  2	Right Button	n/a	n/a
125.67	n/a	n/a	S201	FB: Win	n/a	n/a
126.726	n/a	n/a	S  1	Fixation	n/a	n/a
127.378	n/a	n/a	S103	CUE: 213	n/a	n/a
127.924	n/a	n/a	S  2	Right Button	n/a	n/a
128.264	n/a	n/a	S200	FB: Loss	n/a	n/a
129.32	n/a	n/a	S  1	Fixation	n/a	n/a
130.152	n/a	n/a	S102	CUE: 132	n/a	n/a
131.028	n/a	n/a	S  3	Left Button	n/a	n/a
131.208	n/a	n/a	S200	FB: Loss	n/a	n/a
132.264	n/a	n/a	S  1	Fixation	n/a	n/a
133.106	n/a	n/a	S105	CUE: 312	n/a	n/a
133.68	n/a	n/a	S  2	Right Button	n/a	n/a
134.012	n/a	n/a	S201	FB: Win	n/a	n/a
135.066	n/a	n/a	S  1	Fixation	n/a	n/a
135.828	n/a	n/a	S102	CUE: 132	n/a	n/a
136.44	n/a	n/a	S  2	Right Button	n/a	n/a
136.61	n/a	n/a	S201	FB: Win	n/a	n/a
137.666	n/a	n/a	S  1	Fixation	n/a	n/a
138.348	n/a	n/a	S102	CUE: 132	n/a	n/a
138.8	n/a	n/a	S  2	Right Button	n/a	n/a
139.1	n/a	n/a	S201	FB: Win	n/a	n/a
140.156	n/a	n/a	S  1	Fixation	n/a	n/a
140.958	n/a	n/a	S105	CUE: 312	n/a	n/a
141.418	n/a	n/a	S  2	Right Button	n/a	n/a
141.58	n/a	n/a	S200	FB: Loss	n/a	n/a
142.636	n/a	n/a	S  1	Fixation	n/a	n/a
143.448	n/a	n/a	S102	CUE: 132	n/a	n/a
143.984	n/a	n/a	S  4	Up Button	n/a	n/a
144.316	n/a	n/a	S200	FB: Loss	n/a	n/a
145.37	n/a	n/a	S  1	Fixation	n/a	n/a
146.192	n/a	n/a	S101	CUE: 123	n/a	n/a
146.628	n/a	n/a	S  3	Left Button	n/a	n/a
146.81	n/a	n/a	S201	FB: Win	n/a	n/a
147.866	n/a	n/a	S  1	Fixation	n/a	n/a
147.895	0.568	n/a	boundary	n/a	n/a	n/a
147.948	n/a	n/a	S103	CUE: 213	n/a	n/a
148.53	n/a	n/a	S  2	Right Button	n/a	n/a
148.692	n/a	n/a	S201	FB: Win	n/a	n/a
149.748	n/a	n/a	S  1	Fixation	n/a	n/a
150.438	n/a	n/a	S105	CUE: 312	n/a	n/a
150.88	n/a	n/a	S  4	Up Button	n/a	n/a
151.14	n/a	n/a	S200	FB: Loss	n/a	n/a
152.196	n/a	n/a	S  1	Fixation	n/a	n/a
153.038	n/a	n/a	S102	CUE: 132	n/a	n/a
