onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	2.192	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
0.847	1.596	n/a	boundary	n/a	n/a	n/a
1.697	0.546	n/a	boundary	n/a	n/a	n/a
5.539	0.796	n/a	boundary	n/a	n/a	n/a
8.035	0.546	n/a	boundary	n/a	n/a	n/a
8.885	0.546	n/a	boundary	n/a	n/a	n/a
10.533	0.548	n/a	boundary	n/a	n/a	n/a
12.429	1.096	n/a	boundary	n/a	n/a	n/a
13.529	0.796	n/a	boundary	n/a	n/a	n/a
14.129	0.796	n/a	boundary	n/a	n/a	n/a
14.979	0.546	n/a	boundary	n/a	n/a	n/a
15.779	0.798	n/a	boundary	n/a	n/a	n/a
20.467	0.798	n/a	boundary	n/a	n/a	n/a
22.961	0.548	n/a	boundary	n/a	n/a	n/a
26.803	0.796	n/a	boundary	n/a	n/a	n/a
30.395	0.798	n/a	boundary	n/a	n/a	n/a
31.243	0.798	n/a	boundary	n/a	n/a	n/a
32.939	0.498	n/a	boundary	n/a	n/a	n/a
32.989	1.046	n/a	boundary	n/a	n/a	n/a
35.235	0.796	n/a	boundary	n/a	n/a	n/a
36.633	0.798	n/a	boundary	n/a	n/a	n/a
39.127	3.79	n/a	boundary	n/a	n/a	n/a
42.469	3.242	n/a	boundary	n/a	n/a	n/a
45.263	0.546	n/a	boundary	n/a	n/a	n/a
46.363	0.796	n/a	boundary	n/a	n/a	n/a
48.559	0.796	n/a	boundary	n/a	n/a	n/a
50.257	2.442	n/a	boundary	n/a	n/a	n/a
51.357	0.796	n/a	boundary	n/a	n/a	n/a
52.755	0.796	n/a	boundary	n/a	n/a	n/a
52.805	1.346	n/a	boundary	n/a	n/a	n/a
53.605	0.548	n/a	boundary	n/a	n/a	n/a
53.655	0.796	n/a	boundary	n/a	n/a	n/a
53.957	0.796	n/a	boundary	n/a	n/a	n/a
54.807	0.796	n/a	boundary	n/a	n/a	n/a
57.553	1.892	n/a	boundary	n/a	n/a	n/a
58.658	n/a	n/a	S 99	No Response	n/a	n/a
58.97	n/a	n/a	S199	FB: No Resp	n/a	n/a
59.501	0.796	n/a	boundary	n/a	n/a	n/a
59.801	0.798	n/a	boundary	n/a	n/a	n/a
60.06	n/a	n/a	S  2	Right Button	n/a	n/a
60.332	n/a	n/a	S200	FB: Loss	n/a	n/a
60.649	0.548	n/a	boundary	n/a	n/a	n/a
60.864	n/a	n/a	S  1	Fixation	n/a	n/a
61.706	n/a	n/a	S102	CUE: 132	n/a	n/a
62.628	n/a	n/a	S  3	Left Button	n/a	n/a
62.842	n/a	n/a	S200	FB: Loss	n/a	n/a
63.643	0.596	n/a	boundary	n/a	n/a	n/a
64.132	n/a	n/a	S105	CUE: 312	n/a	n/a
65.02	n/a	n/a	S  4	Up Button	n/a	n/a
65.194	n/a	n/a	S200	FB: Loss	n/a	n/a
65.291	0.796	n/a	boundary	n/a	n/a	n/a
65.476	n/a	n/a	S  1	Fixation	n/a	n/a
