onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	1.578	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
1.053	2.632	n/a	boundary	n/a	n/a	n/a
11.867	0.776	n/a	boundary	n/a	n/a	n/a
11.899	1.68	n/a	boundary	n/a	n/a	n/a
26.519	0.774	n/a	boundary	n/a	n/a	n/a
33.395	0.776	n/a	boundary	n/a	n/a	n/a
35.503	0.776	n/a	boundary	n/a	n/a	n/a
35.531	1.024	n/a	boundary	n/a	n/a	n/a
41.605	0.774	n/a	boundary	n/a	n/a	n/a
46.375	0.776	n/a	boundary	n/a	n/a	n/a
47.707	0.498	n/a	boundary	n/a	n/a	n/a
53.003	1.024	n/a	boundary	n/a	n/a	n/a
58.551	0.524	n/a	boundary	n/a	n/a	n/a
65.927	1.052	n/a	boundary	n/a	n/a	n/a
66.733	0.774	n/a	boundary	n/a	n/a	n/a
82.289	1.828	n/a	boundary	n/a	n/a	n/a
82.817	1.302	n/a	boundary	n/a	n/a	n/a
82.845	1.026	n/a	boundary	n/a	n/a	n/a
85.757	0.524	n/a	boundary	n/a	n/a	n/a
89.54	n/a	n/a	S  1	Fixation	n/a	n/a
90.251	0.774	n/a	boundary	n/a	n/a	n/a
91.206	n/a	n/a	S 99	No Response	n/a	n/a
91.478	n/a	n/a	S199	FB: No Resp	n/a	n/a
92.554	n/a	n/a	S  1	Fixation	n/a	n/a
93.284	n/a	n/a	S102	CUE: 132	n/a	n/a
94.472	n/a	n/a	S  4	Up Button	n/a	n/a
94.794	n/a	n/a	S200	FB: Loss	n/a	n/a
95.872	n/a	n/a	S  1	Fixation	n/a	n/a
96.714	n/a	n/a	S106	CUE: 321	n/a	n/a
98.116	n/a	n/a	S  2	Right Button	n/a	n/a
98.45	n/a	n/a	S200	FB: Loss	n/a	n/a
99.526	n/a	n/a	S  1	Fixation	n/a	n/a
100.296	n/a	n/a	S106	CUE: 321	n/a	n/a
101.86	n/a	n/a	S 99	No Response	n/a	n/a
102.102	n/a	n/a	S199	FB: No Resp	n/a	n/a
103.178	n/a	n/a	S  1	Fixation	n/a	n/a
103.98	n/a	n/a	S106	CUE: 321	n/a	n/a
104.876	n/a	n/a	S  2	Right Button	n/a	n/a
105.168	n/a	n/a	S200	FB: Loss	n/a	n/a
106.248	n/a	n/a	S  1	Fixation	n/a	n/a
107.088	n/a	n/a	S104	CUE: 231	n/a	n/a
107.684	n/a	n/a	S  3	Left Button	n/a	n/a
108	n/a	n/a	S201	FB: Win	n/a	n/a
109.082	n/a	n/a	S  1	Fixation	n/a	n/a
109.744	n/a	n/a	S105	CUE: 312	n/a	n/a
111.234	n/a	n/a	S  2	Right Button	n/a	n/a
111.428	n/a	n/a	S201	FB: Win	n/a	n/a
112.502	n/a	n/a	S  1	Fixation	n/a	n/a
113.174	n/a	n/a	S102	CUE: 132	n/a	n/a
113.974	n/a	n/a	S  2	Right Button	n/a	n/a
114.158	n/a	n/a	S200	FB: Loss	n/a	n/a
115.238	n/a	n/a	S  1	Fixation	n/a	n/a
115.928	n/a	n/a	S101	CUE: 123	n/a	n/a
116.746	n/a	n/a	S  4	Up Button	n/a	n/a
116.93	n/a	n/a	S201	FB: Win	n/a	n/a
118.006	n/a	n/a	S  1	Fixation	n/a	n/a
118.838	n/a	n/a	S101	CUE: 123	n/a	n/a
119.434	n/a	n/a	S  4	Up Button	n/a	n/a
119.778	n/a	n/a	S201	FB: Win	n/a	n/a
120.858	n/a	n/a	S  1	Fixation	n/a	n/a
121.54	n/a	n/a	S103	CUE: 213	n/a	n/a
122.106	n/a	n/a	S  4	Up Button	n/a	n/a
122.42	n/a	n/a	S200	FB: Loss	n/a	n/a
123.494	n/a	n/a	S  1	Fixation	n/a	n/a
124.314	n/a	n/a	S105	CUE: 312	n/a	n/a
125.186	n/a	n/a	S  4	Up Button	n/a	n/a
125.47	n/a	n/a	S200	FB: Loss	n/a	n/a
