onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	2.192	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
1.347	0.298	n/a	boundary	n/a	n/a	n/a
2.745	4.636	n/a	boundary	n/a	n/a	n/a
3.047	0.796	n/a	boundary	n/a	n/a	n/a
3.347	0.498	n/a	boundary	n/a	n/a	n/a
3.649	0.546	n/a	boundary	n/a	n/a	n/a
4.999	0.546	n/a	boundary	n/a	n/a	n/a
5.599	1.594	n/a	boundary	n/a	n/a	n/a
11.935	1.346	n/a	boundary	n/a	n/a	n/a
13.033	0.548	n/a	boundary	n/a	n/a	n/a
21.861	3.54	n/a	boundary	n/a	n/a	n/a
24.059	2.442	n/a	boundary	n/a	n/a	n/a
28.749	3.838	n/a	boundary	n/a	n/a	n/a
42.767	1.644	n/a	boundary	n/a	n/a	n/a
47.657	0.298	n/a	boundary	n/a	n/a	n/a
48.755	3.29	n/a	boundary	n/a	n/a	n/a
49.855	0.546	n/a	boundary	n/a	n/a	n/a
50.155	0.498	n/a	boundary	n/a	n/a	n/a
50.457	0.546	n/a	boundary	n/a	n/a	n/a
53.501	0.498	n/a	boundary	n/a	n/a	n/a
61.781	0.798	n/a	boundary	n/a	n/a	n/a
67.567	2.692	n/a	boundary	n/a	n/a	n/a
80.787	0.796	n/a	boundary	n/a	n/a	n/a
81.087	0.498	n/a	boundary	n/a	n/a	n/a
81.139	2.99	n/a	boundary	n/a	n/a	n/a
87.29	n/a	n/a	S  1	Fixation	n/a	n/a
88.056	n/a	n/a	S103	CUE: 213	n/a	n/a
89.371	0.796	n/a	boundary	n/a	n/a	n/a
89.971	1.346	n/a	boundary	n/a	n/a	n/a
90.87	n/a	n/a	S  3	Left Button	n/a	n/a
91.162	n/a	n/a	S201	FB: Win	n/a	n/a
92.236	n/a	n/a	S  1	Fixation	n/a	n/a
92.928	n/a	n/a	S105	CUE: 312	n/a	n/a
94.25	n/a	n/a	S  2	Right Button	n/a	n/a
94.504	n/a	n/a	S201	FB: Win	n/a	n/a
95.59	n/a	n/a	S  1	Fixation	n/a	n/a
96.37	n/a	n/a	S106	CUE: 321	n/a	n/a
97.338	n/a	n/a	S  3	Left Button	n/a	n/a
97.534	n/a	n/a	S200	FB: Loss	n/a	n/a
98.608	n/a	n/a	S  1	Fixation	n/a	n/a
99.42	n/a	n/a	S106	CUE: 321	n/a	n/a
100.422	n/a	n/a	S  4	Up Button	n/a	n/a
100.596	n/a	n/a	S200	FB: Loss	n/a	n/a
101.678	n/a	n/a	S  1	Fixation	n/a	n/a
102.338	n/a	n/a	S101	CUE: 123	n/a	n/a
103.75	n/a	n/a	S  2	Right Button	n/a	n/a
104.084	n/a	n/a	S201	FB: Win	n/a	n/a
105.164	n/a	n/a	S  1	Fixation	n/a	n/a
105.874	n/a	n/a	S101	CUE: 123	n/a	n/a
106.658	n/a	n/a	S  2	Right Button	n/a	n/a
107.012	n/a	n/a	S200	FB: Loss	n/a	n/a
108.098	n/a	n/a	S  1	Fixation	n/a	n/a
