onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	1.712	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
11.899	1	n/a	boundary	n/a	n/a	n/a
26.437	0.32	n/a	boundary	n/a	n/a	n/a
46.123	0.57	n/a	boundary	n/a	n/a	n/a
49.555	1.39	n/a	boundary	n/a	n/a	n/a
51.023	3.426	n/a	boundary	n/a	n/a	n/a
53.633	0.498	n/a	boundary	n/a	n/a	n/a
67.103	2.286	n/a	boundary	n/a	n/a	n/a
70.283	0.82	n/a	boundary	n/a	n/a	n/a
74.287	0.57	n/a	boundary	n/a	n/a	n/a
75.181	0.82	n/a	boundary	n/a	n/a	n/a
83.757	0.57	n/a	boundary	n/a	n/a	n/a
88.903	0.57	n/a	boundary	n/a	n/a	n/a
89.216	n/a	n/a	S  1	Fixation	n/a	n/a
90.054	n/a	n/a	S106	CUE: 321	n/a	n/a
90.869	0.32	n/a	boundary	n/a	n/a	n/a
91.318	n/a	n/a	S 99	No Response	n/a	n/a
91.443	2.534	n/a	boundary	n/a	n/a	n/a
91.602	n/a	n/a	S  3	Left Button	n/a	n/a
91.804	n/a	n/a	S201	FB: Win	n/a	n/a
92.884	n/a	n/a	S  1	Fixation	n/a	n/a
93.714	n/a	n/a	S101	CUE: 123	n/a	n/a
94.602	n/a	n/a	S  3	Left Button	n/a	n/a
94.888	n/a	n/a	S200	FB: Loss	n/a	n/a
95.97	n/a	n/a	S  1	Fixation	n/a	n/a
96.62	n/a	n/a	S104	CUE: 231	n/a	n/a
98.186	n/a	n/a	S 99	No Response	n/a	n/a
98.43	n/a	n/a	S199	FB: No Resp	n/a	n/a
99.506	n/a	n/a	S  1	Fixation	n/a	n/a
100.206	n/a	n/a	S101	CUE: 123	n/a	n/a
100.914	n/a	n/a	S  3	Left Button	n/a	n/a
101.228	n/a	n/a	S201	FB: Win	n/a	n/a
102.308	n/a	n/a	S  1	Fixation	n/a	n/a
103.108	n/a	n/a	S101	CUE: 123	n/a	n/a
103.786	n/a	n/a	S  3	Left Button	n/a	n/a
103.97	n/a	n/a	S201	FB: Win	n/a	n/a
105.042	n/a	n/a	S  1	Fixation	n/a	n/a
105.844	n/a	n/a	S101	CUE: 123	n/a	n/a
106.474	n/a	n/a	S  3	Left Button	n/a	n/a
106.808	n/a	n/a	S201	FB: Win	n/a	n/a
107.878	n/a	n/a	S  1	Fixation	n/a	n/a
108.62	n/a	n/a	S102	CUE: 132	n/a	n/a
109.126	n/a	n/a	S  3	Left Button	n/a	n/a
109.44	n/a	n/a	S201	FB: Win	n/a	n/a
110.514	n/a	n/a	S  1	Fixation	n/a	n/a
111.314	n/a	n/a	S101	CUE: 123	n/a	n/a
111.842	n/a	n/a	S  3	Left Button	n/a	n/a
112.066	n/a	n/a	S201	FB: Win	n/a	n/a
113.15	n/a	n/a	S  1	Fixation	n/a	n/a
113.81	n/a	n/a	S102	CUE: 132	n/a	n/a
114.33	n/a	n/a	S  3	Left Button	n/a	n/a
114.584	n/a	n/a	S201	FB: Win	n/a	n/a
115.668	n/a	n/a	S  1	Fixation	n/a	n/a
116.478	n/a	n/a	S103	CUE: 213	n/a	n/a
117.142	n/a	n/a	S  2	Right Button	n/a	n/a
117.316	n/a	n/a	S201	FB: Win	n/a	n/a
118.386	n/a	n/a	S  1	Fixation	n/a	n/a
119.168	n/a	n/a	S106	CUE: 321	n/a	n/a
120.266	n/a	n/a	S  4	Up Button	n/a	n/a
120.57	n/a	n/a	S201	FB: Win	n/a	n/a
121.656	n/a	n/a	S  1	Fixation	n/a	n/a
122.476	n/a	n/a	S103	CUE: 213	n/a	n/a
123.398	n/a	n/a	S  2	Right Button	n/a	n/a
123.672	n/a	n/a	S201	FB: Win	n/a	n/a
124.758	n/a	n/a	S  1	Fixation	n/a	n/a
125.43	n/a	n/a	S104	CUE: 231	n/a	n/a
126.082	n/a	n/a	S  4	Up Button	n/a	n/a
126.304	n/a	n/a	S200	FB: Loss	n/a	n/a
127.376	n/a	n/a	S  1	Fixation	n/a	n/a
128.168	n/a	n/a	S101	CUE: 123	n/a	n/a
129.014	n/a	n/a	S  3	Left Button	n/a	n/a
129.188	n/a	n/a	S201	FB: Win	n/a	n/a
130.262	n/a	n/a	S  1	Fixation	n/a	n/a
131.044	n/a	n/a	S101	CUE: 123	n/a	n/a
131.606	n/a	n/a	S  4	Up Button	n/a	n/a
131.868	n/a	n/a	S200	FB: Loss	n/a	n/a
132.948	n/a	n/a	S  1	Fixation	n/a	n/a
133.618	n/a	n/a	S105	CUE: 312	n/a	n/a
134.338	n/a	n/a	S  4	Up Button	n/a	n/a
134.53	n/a	n/a	S200	FB: Loss	n/a	n/a
135.616	n/a	n/a	S  1	Fixation	n/a	n/a
136.328	n/a	n/a	S105	CUE: 312	n/a	n/a
137.542	n/a	n/a	S  2	Right Button	n/a	n/a
137.884	n/a	n/a	S201	FB: Win	n/a	n/a
138.968	n/a	n/a	S  1	Fixation	n/a	n/a
139.73	n/a	n/a	S103	CUE: 213	n/a	n/a
140.282	n/a	n/a	S  2	Right Button	n/a	n/a
140.624	n/a	n/a	S200	FB: Loss	n/a	n/a
141.704	n/a	n/a	S  1	Fixation	n/a	n/a
142.526	n/a	n/a	S105	CUE: 312	n/a	n/a
142.962	n/a	n/a	S  4	Up Button	n/a	n/a
143.224	n/a	n/a	S200	FB: Loss	n/a	n/a
144.306	n/a	n/a	S  1	Fixation	n/a	n/a
145.018	n/a	n/a	S101	CUE: 123	n/a	n/a
145.782	n/a	n/a	S  3	Left Button	n/a	n/a
146.067	0.57	n/a	boundary	n/a	n/a	n/a
146.638	n/a	n/a	S  1	Fixation	n/a	n/a
147.32	n/a	n/a	S101	CUE: 123	n/a	n/a
147.872	n/a	n/a	S  3	Left Button	n/a	n/a
148.194	n/a	n/a	S201	FB: Win	n/a	n/a
149.274	n/a	n/a	S  1	Fixation	n/a	n/a
150.076	n/a	n/a	S106	CUE: 321	n/a	n/a
150.592	n/a	n/a	S  3	Left Button	n/a	n/a
150.764	n/a	n/a	S201	FB: Win	n/a	n/a
151.842	n/a	n/a	S  1	Fixation	n/a	n/a
152.694	n/a	n/a	S102	CUE: 132	n/a	n/a
153.376	n/a	n/a	S  3	Left Button	n/a	n/a
153.718	n/a	n/a	S201	FB: Win	n/a	n/a
154.794	n/a	n/a	S  1	Fixation	n/a	n/a
155.546	n/a	n/a	S105	CUE: 312	n/a	n/a
156.882	n/a	n/a	S  2	Right Button	n/a	n/a
157.066	n/a	n/a	S201	FB: Win	n/a	n/a
158.148	n/a	n/a	S  1	Fixation	n/a	n/a
158.878	n/a	n/a	S105	CUE: 312	n/a	n/a
159.77	n/a	n/a	S  4	Up Button	n/a	n/a
159.954	n/a	n/a	S201	FB: Win	n/a	n/a
161.032	n/a	n/a	S  1	Fixation	n/a	n/a
161.824	n/a	n/a	S105	CUE: 312	n/a	n/a
162.462	n/a	n/a	S  4	Up Button	n/a	n/a
162.746	n/a	n/a	S201	FB: Win	n/a	n/a
163.818	n/a	n/a	S  1	Fixation	n/a	n/a
