onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	1.892	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
37.061	0.296	n/a	boundary	n/a	n/a	n/a
37.313	0.548	n/a	boundary	n/a	n/a	n/a
37.613	4.888	n/a	boundary	n/a	n/a	n/a
37.663	0.796	n/a	boundary	n/a	n/a	n/a
37.915	1.096	n/a	boundary	n/a	n/a	n/a
48.091	0.548	n/a	boundary	n/a	n/a	n/a
54.427	0.796	n/a	boundary	n/a	n/a	n/a
62.409	1.894	n/a	boundary	n/a	n/a	n/a
67.099	1.046	n/a	boundary	n/a	n/a	n/a
72.184	n/a	n/a	S  1	Fixation	n/a	n/a
73.006	n/a	n/a	S101	CUE: 123	n/a	n/a
74.582	n/a	n/a	S 99	No Response	n/a	n/a
74.74	n/a	n/a	S199	FB: No Resp	n/a	n/a
75.798	n/a	n/a	S  1	Fixation	n/a	n/a
76.528	n/a	n/a	S102	CUE: 132	n/a	n/a
77.228	n/a	n/a	S  4	Up Button	n/a	n/a
77.414	n/a	n/a	S201	FB: Win	n/a	n/a
78.47	n/a	n/a	S  1	Fixation	n/a	n/a
79.312	n/a	n/a	S101	CUE: 123	n/a	n/a
80.156	n/a	n/a	S  4	Up Button	n/a	n/a
80.378	n/a	n/a	S200	FB: Loss	n/a	n/a
81.436	n/a	n/a	S  1	Fixation	n/a	n/a
82.228	n/a	n/a	S102	CUE: 132	n/a	n/a
82.864	n/a	n/a	S  4	Up Button	n/a	n/a
83.196	n/a	n/a	S200	FB: Loss	n/a	n/a
84.254	n/a	n/a	S  1	Fixation	n/a	n/a
85.008	n/a	n/a	S106	CUE: 321	n/a	n/a
85.752	n/a	n/a	S  3	Left Button	n/a	n/a
86.054	n/a	n/a	S200	FB: Loss	n/a	n/a
87.112	n/a	n/a	S  1	Fixation	n/a	n/a
87.914	n/a	n/a	S102	CUE: 132	n/a	n/a
88.348	n/a	n/a	S  4	Up Button	n/a	n/a
88.682	n/a	n/a	S201	FB: Win	n/a	n/a
