onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	41.394	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
0.049	2.444	n/a	boundary	n/a	n/a	n/a
1.697	0.546	n/a	boundary	n/a	n/a	n/a
2.547	81.694	n/a	boundary	n/a	n/a	n/a
2.599	6.032	n/a	boundary	n/a	n/a	n/a
2.851	1.894	n/a	boundary	n/a	n/a	n/a
2.901	1.346	n/a	boundary	n/a	n/a	n/a
3.194	n/a	n/a	S  3	Left Button	n/a	n/a
3.201	5.734	n/a	boundary	n/a	n/a	n/a
4.599	5.986	n/a	boundary	n/a	n/a	n/a
4.649	1.046	n/a	boundary	n/a	n/a	n/a
4.898	n/a	n/a	S103	CUE: 213	n/a	n/a
5.249	1.046	n/a	boundary	n/a	n/a	n/a
5.299	0.498	n/a	boundary	n/a	n/a	n/a
5.351	0.498	n/a	boundary	n/a	n/a	n/a
5.836	n/a	n/a	S106	CUE: 321	n/a	n/a
6.199	1.894	n/a	boundary	n/a	n/a	n/a
6.501	1.942	n/a	boundary	n/a	n/a	n/a
6.753	0.546	n/a	boundary	n/a	n/a	n/a
7.305	0.546	n/a	boundary	n/a	n/a	n/a
7.926	n/a	n/a	S105	CUE: 312	n/a	n/a
8.153	1.596	n/a	boundary	n/a	n/a	n/a
8.203	0.498	n/a	boundary	n/a	n/a	n/a
8.276	n/a	n/a	S104	CUE: 231	n/a	n/a
9.236	n/a	n/a	S  3	Left Button	n/a	n/a
9.303	1.096	n/a	boundary	n/a	n/a	n/a
9.353	0.498	n/a	boundary	n/a	n/a	n/a
9.653	0.298	n/a	boundary	n/a	n/a	n/a
9.905	0.796	n/a	boundary	n/a	n/a	n/a
10.755	1.094	n/a	boundary	n/a	n/a	n/a
11.494	n/a	n/a	S  4	Up Button	n/a	n/a
11.605	0.796	n/a	boundary	n/a	n/a	n/a
11.905	0.798	n/a	boundary	n/a	n/a	n/a
12.416	n/a	n/a	S  3	Left Button	n/a	n/a
12.718	n/a	n/a	S201	FB: Win	n/a	n/a
13.774	n/a	n/a	S  1	Fixation	n/a	n/a
14.586	n/a	n/a	S106	CUE: 321	n/a	n/a
15.497	0.796	n/a	boundary	n/a	n/a	n/a
15.54	n/a	n/a	S201	FB: Win	n/a	n/a
16.596	n/a	n/a	S  1	Fixation	n/a	n/a
17.378	n/a	n/a	S105	CUE: 312	n/a	n/a
18.184	n/a	n/a	S  2	Right Button	n/a	n/a
18.436	n/a	n/a	S201	FB: Win	n/a	n/a
19.492	n/a	n/a	S  1	Fixation	n/a	n/a
20.172	n/a	n/a	S105	CUE: 312	n/a	n/a
21.285	1.046	n/a	boundary	n/a	n/a	n/a
21.916	n/a	n/a	S  1	Fixation	n/a	n/a
22.135	1.094	n/a	boundary	n/a	n/a	n/a
22.576	n/a	n/a	S  2	Right Button	n/a	n/a
22.918	n/a	n/a	S201	FB: Win	n/a	n/a
23.974	n/a	n/a	S  1	Fixation	n/a	n/a
24.033	0.298	n/a	boundary	n/a	n/a	n/a
24.406	n/a	n/a	S101	CUE: 123	n/a	n/a
24.583	1.096	n/a	boundary	n/a	n/a	n/a
25.484	n/a	n/a	S  1	Fixation	n/a	n/a
25.981	0.498	n/a	boundary	n/a	n/a	n/a
26.428	n/a	n/a	S  3	Left Button	n/a	n/a
26.63	n/a	n/a	S200	FB: Loss	n/a	n/a
27.686	n/a	n/a	S  1	Fixation	n/a	n/a
28.386	n/a	n/a	S105	CUE: 312	n/a	n/a
29.344	n/a	n/a	S  2	Right Button	n/a	n/a
29.596	n/a	n/a	S200	FB: Loss	n/a	n/a
30.652	n/a	n/a	S  1	Fixation	n/a	n/a
31.432	n/a	n/a	S104	CUE: 231	n/a	n/a
32.128	n/a	n/a	S  3	Left Button	n/a	n/a
32.48	n/a	n/a	S201	FB: Win	n/a	n/a
33.163	0.498	n/a	boundary	n/a	n/a	n/a
33.71	n/a	n/a	S104	CUE: 231	n/a	n/a
34.498	n/a	n/a	S  4	Up Button	n/a	n/a
34.65	n/a	n/a	S200	FB: Loss	n/a	n/a
35.706	n/a	n/a	S  1	Fixation	n/a	n/a
35.909	0.844	n/a	boundary	n/a	n/a	n/a
36.582	n/a	n/a	S  3	Left Button	n/a	n/a
36.934	n/a	n/a	S200	FB: Loss	n/a	n/a
37.99	n/a	n/a	S  1	Fixation	n/a	n/a
38.77	n/a	n/a	S103	CUE: 213	n/a	n/a
39.422	n/a	n/a	S  3	Left Button	n/a	n/a
39.704	n/a	n/a	S200	FB: Loss	n/a	n/a
40.76	n/a	n/a	S  1	Fixation	n/a	n/a
41.43	n/a	n/a	S103	CUE: 213	n/a	n/a
42.394	n/a	n/a	S  4	Up Button	n/a	n/a
42.546	n/a	n/a	S200	FB: Loss	n/a	n/a
43.6	n/a	n/a	S  1	Fixation	n/a	n/a
44.252	n/a	n/a	S104	CUE: 231	n/a	n/a
44.689	0.798	n/a	boundary	n/a	n/a	n/a
44.714	n/a	n/a	S201	FB: Win	n/a	n/a
45.77	n/a	n/a	S  1	Fixation	n/a	n/a
46.582	n/a	n/a	S106	CUE: 321	n/a	n/a
47.36	n/a	n/a	S  4	Up Button	n/a	n/a
47.712	n/a	n/a	S200	FB: Loss	n/a	n/a
48.768	n/a	n/a	S  1	Fixation	n/a	n/a
49.458	n/a	n/a	S101	CUE: 123	n/a	n/a
49.677	0.796	n/a	boundary	n/a	n/a	n/a
50.72	n/a	n/a	S  1	Fixation	n/a	n/a
50.777	0.844	n/a	boundary	n/a	n/a	n/a
51.432	n/a	n/a	S  2	Right Button	n/a	n/a
51.712	n/a	n/a	S200	FB: Loss	n/a	n/a
52.77	n/a	n/a	S  1	Fixation	n/a	n/a
52.925	0.846	n/a	boundary	n/a	n/a	n/a
53.318	n/a	n/a	S  3	Left Button	n/a	n/a
53.56	n/a	n/a	S201	FB: Win	n/a	n/a
54.616	n/a	n/a	S  1	Fixation	n/a	n/a
55.386	n/a	n/a	S102	CUE: 132	n/a	n/a
56.094	n/a	n/a	S  4	Up Button	n/a	n/a
56.446	n/a	n/a	S200	FB: Loss	n/a	n/a
57.5	n/a	n/a	S  1	Fixation	n/a	n/a
58.222	n/a	n/a	S106	CUE: 321	n/a	n/a
58.866	n/a	n/a	S  3	Left Button	n/a	n/a
59.066	n/a	n/a	S200	FB: Loss	n/a	n/a
60.122	n/a	n/a	S  1	Fixation	n/a	n/a
60.784	n/a	n/a	S103	CUE: 213	n/a	n/a
61.45	n/a	n/a	S  4	Up Button	n/a	n/a
61.702	n/a	n/a	S201	FB: Win	n/a	n/a
62.758	n/a	n/a	S  1	Fixation	n/a	n/a
63.528	n/a	n/a	S103	CUE: 213	n/a	n/a
64.102	n/a	n/a	S  4	Up Button	n/a	n/a
64.262	n/a	n/a	S201	FB: Win	n/a	n/a
65.318	n/a	n/a	S  1	Fixation	n/a	n/a
66.1	n/a	n/a	S103	CUE: 213	n/a	n/a
67.158	n/a	n/a	S  4	Up Button	n/a	n/a
67.308	n/a	n/a	S201	FB: Win	n/a	n/a
68.364	n/a	n/a	S  1	Fixation	n/a	n/a
68.587	0.546	n/a	boundary	n/a	n/a	n/a
70.062	n/a	n/a	S 99	No Response	n/a	n/a
70.224	n/a	n/a	S199	FB: No Resp	n/a	n/a
70.785	0.796	n/a	boundary	n/a	n/a	n/a
71.244	n/a	n/a	S103	CUE: 213	n/a	n/a
71.972	n/a	n/a	S  4	Up Button	n/a	n/a
72.183	0.796	n/a	boundary	n/a	n/a	n/a
72.472	n/a	n/a	S  1	Fixation	n/a	n/a
73.174	n/a	n/a	S104	CUE: 231	n/a	n/a
73.932	n/a	n/a	S  4	Up Button	n/a	n/a
74.164	n/a	n/a	S200	FB: Loss	n/a	n/a
75.218	n/a	n/a	S  1	Fixation	n/a	n/a
75.227	1.046	n/a	boundary	n/a	n/a	n/a
75.322	n/a	n/a	S  3	Left Button	n/a	n/a
75.552	n/a	n/a	S200	FB: Loss	n/a	n/a
76.375	1.346	n/a	boundary	n/a	n/a	n/a
76.536	n/a	n/a	S200	FB: Loss	n/a	n/a
77.592	n/a	n/a	S  1	Fixation	n/a	n/a
78.324	n/a	n/a	S105	CUE: 312	n/a	n/a
78.708	n/a	n/a	S  4	Up Button	n/a	n/a
79.038	n/a	n/a	S200	FB: Loss	n/a	n/a
80.094	n/a	n/a	S  1	Fixation	n/a	n/a
80.906	n/a	n/a	S103	CUE: 213	n/a	n/a
81.312	n/a	n/a	S  4	Up Button	n/a	n/a
81.532	n/a	n/a	S200	FB: Loss	n/a	n/a
82.588	n/a	n/a	S  1	Fixation	n/a	n/a
83.34	n/a	n/a	S102	CUE: 132	n/a	n/a
83.392	n/a	n/a	S  3	Left Button	n/a	n/a
83.586	n/a	n/a	S201	FB: Win	n/a	n/a
84.642	n/a	n/a	S  1	Fixation	n/a	n/a
85.482	n/a	n/a	S102	CUE: 132	n/a	n/a
86.348	n/a	n/a	S  3	Left Button	n/a	n/a
86.568	n/a	n/a	S201	FB: Win	n/a	n/a
87.626	n/a	n/a	S  1	Fixation	n/a	n/a
88.386	n/a	n/a	S104	CUE: 231	n/a	n/a
89.044	n/a	n/a	S  2	Right Button	n/a	n/a
89.194	n/a	n/a	S201	FB: Win	n/a	n/a
90.25	n/a	n/a	S  1	Fixation	n/a	n/a
91.012	n/a	n/a	S102	CUE: 132	n/a	n/a
91.622	n/a	n/a	S  2	Right Button	n/a	n/a
91.914	n/a	n/a	S200	FB: Loss	n/a	n/a
92.97	n/a	n/a	S  1	Fixation	n/a	n/a
93.812	n/a	n/a	S105	CUE: 312	n/a	n/a
94.304	n/a	n/a	S  4	Up Button	n/a	n/a
94.514	n/a	n/a	S200	FB: Loss	n/a	n/a
95.57	n/a	n/a	S  1	Fixation	n/a	n/a
96.302	n/a	n/a	S102	CUE: 132	n/a	n/a
96.718	n/a	n/a	S  2	Right Button	n/a	n/a
96.91	n/a	n/a	S200	FB: Loss	n/a	n/a
97.523	0.798	n/a	boundary	n/a	n/a	n/a
97.82	n/a	n/a	S105	CUE: 312	n/a	n/a
98.7	n/a	n/a	S  3	Left Button	n/a	n/a
98.902	n/a	n/a	S200	FB: Loss	n/a	n/a
99.958	n/a	n/a	S  1	Fixation	n/a	n/a
100.65	n/a	n/a	S101	CUE: 123	n/a	n/a
101.788	n/a	n/a	S  3	Left Button	n/a	n/a
102.03	n/a	n/a	S200	FB: Loss	n/a	n/a
103.086	n/a	n/a	S  1	Fixation	n/a	n/a
103.806	n/a	n/a	S103	CUE: 213	n/a	n/a
104.364	n/a	n/a	S  4	Up Button	n/a	n/a
104.596	n/a	n/a	S200	FB: Loss	n/a	n/a
105.652	n/a	n/a	S  1	Fixation	n/a	n/a
106.392	n/a	n/a	S105	CUE: 312	n/a	n/a
107.168	n/a	n/a	S  3	Left Button	n/a	n/a
107.492	n/a	n/a	S201	FB: Win	n/a	n/a
108.548	n/a	n/a	S  1	Fixation	n/a	n/a
109.348	n/a	n/a	S105	CUE: 312	n/a	n/a
110.044	n/a	n/a	S  3	Left Button	n/a	n/a
110.336	n/a	n/a	S200	FB: Loss	n/a	n/a
111.392	n/a	n/a	S  1	Fixation	n/a	n/a
112.072	n/a	n/a	S101	CUE: 123	n/a	n/a
112.534	n/a	n/a	S  2	Right Button	n/a	n/a
112.814	n/a	n/a	S201	FB: Win	n/a	n/a
113.87	n/a	n/a	S  1	Fixation	n/a	n/a
114.532	n/a	n/a	S101	CUE: 123	n/a	n/a
115.168	n/a	n/a	S  2	Right Button	n/a	n/a
115.33	n/a	n/a	S201	FB: Win	n/a	n/a
116.386	n/a	n/a	S  1	Fixation	n/a	n/a
117.096	n/a	n/a	S103	CUE: 213	n/a	n/a
118.172	n/a	n/a	S  3	Left Button	n/a	n/a
118.414	n/a	n/a	S201	FB: Win	n/a	n/a
119.47	n/a	n/a	S  1	Fixation	n/a	n/a
120.12	n/a	n/a	S101	CUE: 123	n/a	n/a
120.908	n/a	n/a	S  2	Right Button	n/a	n/a
121.13	n/a	n/a	S200	FB: Loss	n/a	n/a
124.157	0.546	n/a	boundary	n/a	n/a	n/a
127.366	n/a	n/a	S  1	Fixation	n/a	n/a
127.999	1.894	n/a	boundary	n/a	n/a	n/a
128.62	n/a	n/a	S  1	Fixation	n/a	n/a
129.402	n/a	n/a	S101	CUE: 123	n/a	n/a
130.192	n/a	n/a	S  2	Right Button	n/a	n/a
130.404	n/a	n/a	S200	FB: Loss	n/a	n/a
130.745	0.846	n/a	boundary	n/a	n/a	n/a
131.324	n/a	n/a	S102	CUE: 132	n/a	n/a
132.806	n/a	n/a	S  4	Up Button	n/a	n/a
132.998	n/a	n/a	S200	FB: Loss	n/a	n/a
134.054	n/a	n/a	S  1	Fixation	n/a	n/a
134.824	n/a	n/a	S105	CUE: 312	n/a	n/a
135.422	n/a	n/a	S  2	Right Button	n/a	n/a
135.766	n/a	n/a	S201	FB: Win	n/a	n/a
136.822	n/a	n/a	S  1	Fixation	n/a	n/a
137.652	n/a	n/a	S104	CUE: 231	n/a	n/a
138.129	0.796	n/a	boundary	n/a	n/a	n/a
138.192	n/a	n/a	S201	FB: Win	n/a	n/a
139.248	n/a	n/a	S  1	Fixation	n/a	n/a
139.938	n/a	n/a	S106	CUE: 321	n/a	n/a
140.638	n/a	n/a	S  3	Left Button	n/a	n/a
140.9	n/a	n/a	S201	FB: Win	n/a	n/a
141.956	n/a	n/a	S  1	Fixation	n/a	n/a
142.698	n/a	n/a	S105	CUE: 312	n/a	n/a
143.514	n/a	n/a	S  2	Right Button	n/a	n/a
143.796	n/a	n/a	S200	FB: Loss	n/a	n/a
144.852	n/a	n/a	S  1	Fixation	n/a	n/a
145.552	n/a	n/a	S106	CUE: 321	n/a	n/a
146.33	n/a	n/a	S  2	Right Button	n/a	n/a
146.482	n/a	n/a	S201	FB: Win	n/a	n/a
147.538	n/a	n/a	S  1	Fixation	n/a	n/a
148.208	n/a	n/a	S106	CUE: 321	n/a	n/a
149.014	n/a	n/a	S  2	Right Button	n/a	n/a
149.176	n/a	n/a	S200	FB: Loss	n/a	n/a
150.232	n/a	n/a	S  1	Fixation	n/a	n/a
150.499	0.798	n/a	boundary	n/a	n/a	n/a
150.744	n/a	n/a	S  4	Up Button	n/a	n/a
150.956	n/a	n/a	S201	FB: Win	n/a	n/a
152.012	n/a	n/a	S  1	Fixation	n/a	n/a
152.812	n/a	n/a	S101	CUE: 123	n/a	n/a
153.764	n/a	n/a	S  3	Left Button	n/a	n/a
153.956	n/a	n/a	S201	FB: Win	n/a	n/a
