onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	1.44	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
0.693	1.69	n/a	boundary	n/a	n/a	n/a
5.463	0.594	n/a	boundary	n/a	n/a	n/a
5.561	1.69	n/a	boundary	n/a	n/a	n/a
7.101	0.344	n/a	boundary	n/a	n/a	n/a
7.353	0.94	n/a	boundary	n/a	n/a	n/a
8.201	0.344	n/a	boundary	n/a	n/a	n/a
8.799	0.844	n/a	boundary	n/a	n/a	n/a
9.147	1.69	n/a	boundary	n/a	n/a	n/a
9.747	3.574	n/a	boundary	n/a	n/a	n/a
9.845	40.184	n/a	boundary	n/a	n/a	n/a
10.443	1.19	n/a	boundary	n/a	n/a	n/a
11.041	0.94	n/a	boundary	n/a	n/a	n/a
11.639	0.498	n/a	boundary	n/a	n/a	n/a
11.987	0.844	n/a	boundary	n/a	n/a	n/a
12.085	0.594	n/a	boundary	n/a	n/a	n/a
14.471	0.844	n/a	boundary	n/a	n/a	n/a
17.109	0.594	n/a	boundary	n/a	n/a	n/a
24.359	0.498	n/a	boundary	n/a	n/a	n/a
25.303	0.344	n/a	boundary	n/a	n/a	n/a
26.151	0.344	n/a	boundary	n/a	n/a	n/a
29.133	2.632	n/a	boundary	n/a	n/a	n/a
29.481	0.498	n/a	boundary	n/a	n/a	n/a
35.791	1.19	n/a	boundary	n/a	n/a	n/a
36.985	0.344	n/a	boundary	n/a	n/a	n/a
42.351	0.498	n/a	boundary	n/a	n/a	n/a
51.295	0.594	n/a	boundary	n/a	n/a	n/a
69.871	0.498	n/a	boundary	n/a	n/a	n/a
70.242	n/a	n/a	S  1	Fixation	n/a	n/a
70.565	0.844	n/a	boundary	n/a	n/a	n/a
71.55	n/a	n/a	S  3	Left Button	n/a	n/a
71.914	n/a	n/a	S200	FB: Loss	n/a	n/a
72.984	n/a	n/a	S  1	Fixation	n/a	n/a
73.201	0.94	n/a	boundary	n/a	n/a	n/a
73.799	0.594	n/a	boundary	n/a	n/a	n/a
73.844	n/a	n/a	S200	FB: Loss	n/a	n/a
74.92	n/a	n/a	S  1	Fixation	n/a	n/a
75.339	0.498	n/a	boundary	n/a	n/a	n/a
75.437	0.498	n/a	boundary	n/a	n/a	n/a
75.582	n/a	n/a	S200	FB: Loss	n/a	n/a
76.381	0.344	n/a	boundary	n/a	n/a	n/a
76.633	0.594	n/a	boundary	n/a	n/a	n/a
77.494	n/a	n/a	S  2	Right Button	n/a	n/a
77.702	n/a	n/a	S201	FB: Win	n/a	n/a
78.175	0.594	n/a	boundary	n/a	n/a	n/a
78.18	n/a	n/a	S  1	Fixation	n/a	n/a
79.032	n/a	n/a	S105	CUE: 312	n/a	n/a
80.108	n/a	n/a	S  3	Left Button	n/a	n/a
80.412	n/a	n/a	S201	FB: Win	n/a	n/a
80.561	0.498	n/a	boundary	n/a	n/a	n/a
81.002	n/a	n/a	S  1	Fixation	n/a	n/a
81.255	0.498	n/a	boundary	n/a	n/a	n/a
81.274	n/a	n/a	S104	CUE: 231	n/a	n/a
82.244	n/a	n/a	S  4	Up Button	n/a	n/a
82.488	n/a	n/a	S201	FB: Win	n/a	n/a
83.572	n/a	n/a	S  1	Fixation	n/a	n/a
84.424	n/a	n/a	S104	CUE: 231	n/a	n/a
85.352	n/a	n/a	S  2	Right Button	n/a	n/a
85.556	n/a	n/a	S201	FB: Win	n/a	n/a
86.642	n/a	n/a	S  1	Fixation	n/a	n/a
87.342	n/a	n/a	S104	CUE: 231	n/a	n/a
87.932	n/a	n/a	S  2	Right Button	n/a	n/a
88.246	n/a	n/a	S201	FB: Win	n/a	n/a
89.326	n/a	n/a	S  1	Fixation	n/a	n/a
90.108	n/a	n/a	S105	CUE: 312	n/a	n/a
90.796	n/a	n/a	S  4	Up Button	n/a	n/a
90.99	n/a	n/a	S201	FB: Win	n/a	n/a
92.062	n/a	n/a	S  1	Fixation	n/a	n/a
92.724	n/a	n/a	S104	CUE: 231	n/a	n/a
93.364	n/a	n/a	S  2	Right Button	n/a	n/a
93.618	n/a	n/a	S201	FB: Win	n/a	n/a
94.698	n/a	n/a	S  1	Fixation	n/a	n/a
95.468	n/a	n/a	S102	CUE: 132	n/a	n/a
96.24	n/a	n/a	S  3	Left Button	n/a	n/a
96.504	n/a	n/a	S201	FB: Win	n/a	n/a
97.579	1	n/a	boundary	n/a	n/a	n/a
98.024	n/a	n/a	S  4	Up Button	n/a	n/a
98.178	n/a	n/a	S201	FB: Win	n/a	n/a
99.252	n/a	n/a	S  1	Fixation	n/a	n/a
99.934	n/a	n/a	S106	CUE: 321	n/a	n/a
100.596	n/a	n/a	S  4	Up Button	n/a	n/a
100.92	n/a	n/a	S200	FB: Loss	n/a	n/a
102.004	n/a	n/a	S  1	Fixation	n/a	n/a
102.786	n/a	n/a	S105	CUE: 312	n/a	n/a
104.338	n/a	n/a	S 99	No Response	n/a	n/a
104.54	n/a	n/a	S199	FB: No Resp	n/a	n/a
105.624	n/a	n/a	S  1	Fixation	n/a	n/a
106.354	n/a	n/a	S105	CUE: 312	n/a	n/a
106.9	n/a	n/a	S  2	Right Button	n/a	n/a
107.184	n/a	n/a	S200	FB: Loss	n/a	n/a
108.258	n/a	n/a	S  1	Fixation	n/a	n/a
108.99	n/a	n/a	S102	CUE: 132	n/a	n/a
109.632	n/a	n/a	S  2	Right Button	n/a	n/a
109.786	n/a	n/a	S201	FB: Win	n/a	n/a
110.86	n/a	n/a	S  1	Fixation	n/a	n/a
111.622	n/a	n/a	S102	CUE: 132	n/a	n/a
112.136	n/a	n/a	S  2	Right Button	n/a	n/a
112.34	n/a	n/a	S200	FB: Loss	n/a	n/a
113.412	n/a	n/a	S  1	Fixation	n/a	n/a
114.234	n/a	n/a	S101	CUE: 123	n/a	n/a
115.148	n/a	n/a	S  3	Left Button	n/a	n/a
115.432	n/a	n/a	S201	FB: Win	n/a	n/a
116.514	n/a	n/a	S  1	Fixation	n/a	n/a
117.266	n/a	n/a	S101	CUE: 123	n/a	n/a
117.872	n/a	n/a	S  3	Left Button	n/a	n/a
118.186	n/a	n/a	S200	FB: Loss	n/a	n/a
119.268	n/a	n/a	S  1	Fixation	n/a	n/a
120.018	n/a	n/a	S102	CUE: 132	n/a	n/a
121.036	n/a	n/a	S  3	Left Button	n/a	n/a
121.36	n/a	n/a	S201	FB: Win	n/a	n/a
122.436	n/a	n/a	S  1	Fixation	n/a	n/a
123.088	n/a	n/a	S104	CUE: 231	n/a	n/a
123.872	n/a	n/a	S  4	Up Button	n/a	n/a
124.086	n/a	n/a	S200	FB: Loss	n/a	n/a
125.172	n/a	n/a	S  1	Fixation	n/a	n/a
125.892	n/a	n/a	S104	CUE: 231	n/a	n/a
126.46	n/a	n/a	S  2	Right Button	n/a	n/a
126.744	n/a	n/a	S201	FB: Win	n/a	n/a
127.824	n/a	n/a	S  1	Fixation	n/a	n/a
128.546	n/a	n/a	S105	CUE: 312	n/a	n/a
129.76	n/a	n/a	S  4	Up Button	n/a	n/a
129.964	n/a	n/a	S201	FB: Win	n/a	n/a
131.042	n/a	n/a	S  1	Fixation	n/a	n/a
131.894	n/a	n/a	S101	CUE: 123	n/a	n/a
132.744	n/a	n/a	S  4	Up Button	n/a	n/a
132.918	n/a	n/a	S200	FB: Loss	n/a	n/a
133.996	n/a	n/a	S  1	Fixation	n/a	n/a
134.726	n/a	n/a	S101	CUE: 123	n/a	n/a
135.336	n/a	n/a	S  3	Left Button	n/a	n/a
135.49	n/a	n/a	S200	FB: Loss	n/a	n/a
136.564	n/a	n/a	S  1	Fixation	n/a	n/a
137.256	n/a	n/a	S105	CUE: 312	n/a	n/a
138.128	n/a	n/a	S  3	Left Button	n/a	n/a
138.422	n/a	n/a	S200	FB: Loss	n/a	n/a
139.5	n/a	n/a	S  1	Fixation	n/a	n/a
140.33	n/a	n/a	S102	CUE: 132	n/a	n/a
141.072	n/a	n/a	S  3	Left Button	n/a	n/a
141.226	n/a	n/a	S200	FB: Loss	n/a	n/a
142.302	n/a	n/a	S  1	Fixation	n/a	n/a
143.102	n/a	n/a	S104	CUE: 231	n/a	n/a
143.628	n/a	n/a	S  3	Left Button	n/a	n/a
143.832	n/a	n/a	S200	FB: Loss	n/a	n/a
144.904	n/a	n/a	S  1	Fixation	n/a	n/a
145.664	n/a	n/a	S103	CUE: 213	n/a	n/a
146.328	n/a	n/a	S  3	Left Button	n/a	n/a
146.652	n/a	n/a	S201	FB: Win	n/a	n/a
147.738	n/a	n/a	S  1	Fixation	n/a	n/a
148.39	n/a	n/a	S101	CUE: 123	n/a	n/a
149.148	n/a	n/a	S  3	Left Button	n/a	n/a
149.372	n/a	n/a	S201	FB: Win	n/a	n/a
149.997	0.344	n/a	boundary	n/a	n/a	n/a
150.114	n/a	n/a	S  1	Fixation	n/a	n/a
150.764	n/a	n/a	S103	CUE: 213	n/a	n/a
151.336	n/a	n/a	S  2	Right Button	n/a	n/a
151.69	n/a	n/a	S201	FB: Win	n/a	n/a
152.383	0.594	n/a	boundary	n/a	n/a	n/a
152.844	n/a	n/a	S101	CUE: 123	n/a	n/a
153.338	n/a	n/a	S  3	Left Button	n/a	n/a
153.492	n/a	n/a	S200	FB: Loss	n/a	n/a
154.574	n/a	n/a	S  1	Fixation	n/a	n/a
155.264	n/a	n/a	S101	CUE: 123	n/a	n/a
155.894	n/a	n/a	S  3	Left Button	n/a	n/a
156.238	n/a	n/a	S200	FB: Loss	n/a	n/a
157.308	n/a	n/a	S  1	Fixation	n/a	n/a
158.04	n/a	n/a	S106	CUE: 321	n/a	n/a
158.678	n/a	n/a	S  4	Up Button	n/a	n/a
158.942	n/a	n/a	S201	FB: Win	n/a	n/a
160.028	n/a	n/a	S  1	Fixation	n/a	n/a
160.73	n/a	n/a	S101	CUE: 123	n/a	n/a
161.314	n/a	n/a	S  4	Up Button	n/a	n/a
161.608	n/a	n/a	S201	FB: Win	n/a	n/a
162.68	n/a	n/a	S  1	Fixation	n/a	n/a
163.382	n/a	n/a	S103	CUE: 213	n/a	n/a
164.002	n/a	n/a	S  3	Left Button	n/a	n/a
164.226	n/a	n/a	S201	FB: Win	n/a	n/a
164.305	0.344	n/a	boundary	n/a	n/a	n/a
164.954	n/a	n/a	S  1	Fixation	n/a	n/a
165.756	n/a	n/a	S106	CUE: 321	n/a	n/a
166.486	n/a	n/a	S  3	Left Button	n/a	n/a
166.66	n/a	n/a	S200	FB: Loss	n/a	n/a
167.74	n/a	n/a	S  1	Fixation	n/a	n/a
168.472	n/a	n/a	S104	CUE: 231	n/a	n/a
169.066	n/a	n/a	S  4	Up Button	n/a	n/a
169.4	n/a	n/a	S201	FB: Win	n/a	n/a
170.476	n/a	n/a	S  1	Fixation	n/a	n/a
171.276	n/a	n/a	S103	CUE: 213	n/a	n/a
171.83	n/a	n/a	S  3	Left Button	n/a	n/a
172.134	n/a	n/a	S201	FB: Win	n/a	n/a
173.21	n/a	n/a	S  1	Fixation	n/a	n/a
173.862	n/a	n/a	S106	CUE: 321	n/a	n/a
174.442	n/a	n/a	S  2	Right Button	n/a	n/a
174.706	n/a	n/a	S201	FB: Win	n/a	n/a
175.78	n/a	n/a	S  1	Fixation	n/a	n/a
176.52	n/a	n/a	S105	CUE: 312	n/a	n/a
177.234	n/a	n/a	S  3	Left Button	n/a	n/a
177.546	n/a	n/a	S201	FB: Win	n/a	n/a
178.632	n/a	n/a	S  1	Fixation	n/a	n/a
179.422	n/a	n/a	S105	CUE: 312	n/a	n/a
179.93	n/a	n/a	S  3	Left Button	n/a	n/a
180.112	n/a	n/a	S201	FB: Win	n/a	n/a
181.2	n/a	n/a	S  1	Fixation	n/a	n/a
181.982	n/a	n/a	S101	CUE: 123	n/a	n/a
182.594	n/a	n/a	S  2	Right Button	n/a	n/a
182.816	n/a	n/a	S200	FB: Loss	n/a	n/a
183.902	n/a	n/a	S  1	Fixation	n/a	n/a
184.634	n/a	n/a	S106	CUE: 321	n/a	n/a
185.198	n/a	n/a	S  3	Left Button	n/a	n/a
185.5	n/a	n/a	S200	FB: Loss	n/a	n/a
186.572	n/a	n/a	S  1	Fixation	n/a	n/a
187.412	n/a	n/a	S104	CUE: 231	n/a	n/a
188.122	n/a	n/a	S  3	Left Button	n/a	n/a
188.294	n/a	n/a	S200	FB: Loss	n/a	n/a
189.374	n/a	n/a	S  1	Fixation	n/a	n/a
190.114	n/a	n/a	S101	CUE: 123	n/a	n/a
190.682	n/a	n/a	S  3	Left Button	n/a	n/a
191.014	n/a	n/a	S201	FB: Win	n/a	n/a
192.092	n/a	n/a	S  1	Fixation	n/a	n/a
192.934	n/a	n/a	S101	CUE: 123	n/a	n/a
193.418	n/a	n/a	S  3	Left Button	n/a	n/a
193.57	n/a	n/a	S201	FB: Win	n/a	n/a
194.644	n/a	n/a	S  1	Fixation	n/a	n/a
195.296	n/a	n/a	S106	CUE: 321	n/a	n/a
195.846	n/a	n/a	S  4	Up Button	n/a	n/a
196.108	n/a	n/a	S200	FB: Loss	n/a	n/a
197.196	n/a	n/a	S  1	Fixation	n/a	n/a
197.988	n/a	n/a	S106	CUE: 321	n/a	n/a
198.626	n/a	n/a	S  3	Left Button	n/a	n/a
198.848	n/a	n/a	S200	FB: Loss	n/a	n/a
199.932	n/a	n/a	S  1	Fixation	n/a	n/a
200.722	n/a	n/a	S103	CUE: 213	n/a	n/a
201.162	n/a	n/a	S  3	Left Button	n/a	n/a
201.404	n/a	n/a	S201	FB: Win	n/a	n/a
202.484	n/a	n/a	S  1	Fixation	n/a	n/a
203.234	n/a	n/a	S101	CUE: 123	n/a	n/a
203.77	n/a	n/a	S  2	Right Button	n/a	n/a
204.032	n/a	n/a	S201	FB: Win	n/a	n/a
205.118	n/a	n/a	S  1	Fixation	n/a	n/a
205.95	n/a	n/a	S106	CUE: 321	n/a	n/a
206.474	n/a	n/a	S  2	Right Button	n/a	n/a
206.706	n/a	n/a	S201	FB: Win	n/a	n/a
207.788	n/a	n/a	S  1	Fixation	n/a	n/a
208.628	n/a	n/a	S101	CUE: 123	n/a	n/a
209.258	n/a	n/a	S  2	Right Button	n/a	n/a
209.6	n/a	n/a	S200	FB: Loss	n/a	n/a
210.672	n/a	n/a	S  1	Fixation	n/a	n/a
211.424	n/a	n/a	S106	CUE: 321	n/a	n/a
212.204	n/a	n/a	S  2	Right Button	n/a	n/a
212.518	n/a	n/a	S200	FB: Loss	n/a	n/a
213.592	n/a	n/a	S  1	Fixation	n/a	n/a
214.344	n/a	n/a	S104	CUE: 231	n/a	n/a
214.98	n/a	n/a	S  4	Up Button	n/a	n/a
215.304	n/a	n/a	S200	FB: Loss	n/a	n/a
216.378	n/a	n/a	S  1	Fixation	n/a	n/a
217.098	n/a	n/a	S102	CUE: 132	n/a	n/a
217.7	n/a	n/a	S  3	Left Button	n/a	n/a
217.964	n/a	n/a	S201	FB: Win	n/a	n/a
219.046	n/a	n/a	S  1	Fixation	n/a	n/a
219.788	n/a	n/a	S102	CUE: 132	n/a	n/a
220.312	n/a	n/a	S  3	Left Button	n/a	n/a
220.466	n/a	n/a	S200	FB: Loss	n/a	n/a
221.548	n/a	n/a	S  1	Fixation	n/a	n/a
222.28	n/a	n/a	S103	CUE: 213	n/a	n/a
222.728	n/a	n/a	S  3	Left Button	n/a	n/a
222.892	n/a	n/a	S200	FB: Loss	n/a	n/a
223.966	n/a	n/a	S  1	Fixation	n/a	n/a
224.678	n/a	n/a	S106	CUE: 321	n/a	n/a
225.16	n/a	n/a	S  2	Right Button	n/a	n/a
225.464	n/a	n/a	S200	FB: Loss	n/a	n/a
226.552	n/a	n/a	S  1	Fixation	n/a	n/a
227.324	n/a	n/a	S105	CUE: 312	n/a	n/a
227.808	n/a	n/a	S  2	Right Button	n/a	n/a
228.012	n/a	n/a	S200	FB: Loss	n/a	n/a
229.086	n/a	n/a	S  1	Fixation	n/a	n/a
229.758	n/a	n/a	S105	CUE: 312	n/a	n/a
230.24	n/a	n/a	S  4	Up Button	n/a	n/a
230.524	n/a	n/a	S201	FB: Win	n/a	n/a
231.606	n/a	n/a	S  1	Fixation	n/a	n/a
232.316	n/a	n/a	S105	CUE: 312	n/a	n/a
232.764	n/a	n/a	S  4	Up Button	n/a	n/a
233.098	n/a	n/a	S201	FB: Win	n/a	n/a
234.174	n/a	n/a	S  1	Fixation	n/a	n/a
234.956	n/a	n/a	S102	CUE: 132	n/a	n/a
235.428	n/a	n/a	S  4	Up Button	n/a	n/a
235.632	n/a	n/a	S200	FB: Loss	n/a	n/a
236.71	n/a	n/a	S  1	Fixation	n/a	n/a
237.46	n/a	n/a	S106	CUE: 321	n/a	n/a
238.292	n/a	n/a	S  4	Up Button	n/a	n/a
238.536	n/a	n/a	S201	FB: Win	n/a	n/a
239.612	n/a	n/a	S  1	Fixation	n/a	n/a
240.364	n/a	n/a	S104	CUE: 231	n/a	n/a
240.9	n/a	n/a	S  2	Right Button	n/a	n/a
241.244	n/a	n/a	S201	FB: Win	n/a	n/a
242.33	n/a	n/a	S  1	Fixation	n/a	n/a
243.102	n/a	n/a	S102	CUE: 132	n/a	n/a
243.568	n/a	n/a	S  3	Left Button	n/a	n/a
243.912	n/a	n/a	S201	FB: Win	n/a	n/a
245	n/a	n/a	S  1	Fixation	n/a	n/a
245.85	n/a	n/a	S101	CUE: 123	n/a	n/a
246.596	n/a	n/a	S  4	Up Button	n/a	n/a
246.94	n/a	n/a	S200	FB: Loss	n/a	n/a
248.018	n/a	n/a	S  1	Fixation	n/a	n/a
248.353	0.498	n/a	boundary	n/a	n/a	n/a
249.138	n/a	n/a	S  2	Right Button	n/a	n/a
249.452	n/a	n/a	S200	FB: Loss	n/a	n/a
250.259	1.68	n/a	boundary	n/a	n/a	n/a
250.502	n/a	n/a	S201	FB: Win	n/a	n/a
251.578	n/a	n/a	S  1	Fixation	n/a	n/a
252.23	n/a	n/a	S103	CUE: 213	n/a	n/a
252.858	n/a	n/a	S  2	Right Button	n/a	n/a
253.122	n/a	n/a	S201	FB: Win	n/a	n/a
254.196	n/a	n/a	S  1	Fixation	n/a	n/a
255.028	n/a	n/a	S101	CUE: 123	n/a	n/a
255.546	n/a	n/a	S  3	Left Button	n/a	n/a
255.85	n/a	n/a	S201	FB: Win	n/a	n/a
256.932	n/a	n/a	S  1	Fixation	n/a	n/a
257.674	n/a	n/a	S105	CUE: 312	n/a	n/a
258.338	n/a	n/a	S  4	Up Button	n/a	n/a
258.692	n/a	n/a	S201	FB: Win	n/a	n/a
259.768	n/a	n/a	S  1	Fixation	n/a	n/a
260.468	n/a	n/a	S104	CUE: 231	n/a	n/a
260.97	n/a	n/a	S  2	Right Button	n/a	n/a
261.144	n/a	n/a	S201	FB: Win	n/a	n/a
262.22	n/a	n/a	S  1	Fixation	n/a	n/a
262.87	n/a	n/a	S105	CUE: 312	n/a	n/a
263.382	n/a	n/a	S  4	Up Button	n/a	n/a
263.676	n/a	n/a	S201	FB: Win	n/a	n/a
264.754	n/a	n/a	S  1	Fixation	n/a	n/a
265.506	n/a	n/a	S104	CUE: 231	n/a	n/a
266.066	n/a	n/a	S  2	Right Button	n/a	n/a
266.22	n/a	n/a	S200	FB: Loss	n/a	n/a
267.306	n/a	n/a	S  1	Fixation	n/a	n/a
268.148	n/a	n/a	S105	CUE: 312	n/a	n/a
268.782	n/a	n/a	S  2	Right Button	n/a	n/a
269.086	n/a	n/a	S200	FB: Loss	n/a	n/a
270.158	n/a	n/a	S  1	Fixation	n/a	n/a
270.86	n/a	n/a	S102	CUE: 132	n/a	n/a
271.51	n/a	n/a	S  3	Left Button	n/a	n/a
271.834	n/a	n/a	S201	FB: Win	n/a	n/a
272.91	n/a	n/a	S  1	Fixation	n/a	n/a
273.632	n/a	n/a	S105	CUE: 312	n/a	n/a
273.739	1.68	n/a	boundary	n/a	n/a	n/a
273.8	n/a	n/a	S  1	Fixation	n/a	n/a
274.5	n/a	n/a	S106	CUE: 321	n/a	n/a
275.022	n/a	n/a	S  4	Up Button	n/a	n/a
275.286	n/a	n/a	S201	FB: Win	n/a	n/a
276.368	n/a	n/a	S  1	Fixation	n/a	n/a
277.13	n/a	n/a	S103	CUE: 213	n/a	n/a
277.622	n/a	n/a	S  2	Right Button	n/a	n/a
277.966	n/a	n/a	S201	FB: Win	n/a	n/a
285.074	n/a	n/a	S  1	Fixation	n/a	n/a
285.786	n/a	n/a	S101	CUE: 123	n/a	n/a
286.578	n/a	n/a	S  3	Left Button	n/a	n/a
286.782	n/a	n/a	S200	FB: Loss	n/a	n/a
287.86	n/a	n/a	S  1	Fixation	n/a	n/a
288.642	n/a	n/a	S105	CUE: 312	n/a	n/a
289.566	n/a	n/a	S  4	Up Button	n/a	n/a
289.86	n/a	n/a	S201	FB: Win	n/a	n/a
290.946	n/a	n/a	S  1	Fixation	n/a	n/a
291.618	n/a	n/a	S106	CUE: 321	n/a	n/a
292.106	n/a	n/a	S  4	Up Button	n/a	n/a
292.31	n/a	n/a	S201	FB: Win	n/a	n/a
293.382	n/a	n/a	S  1	Fixation	n/a	n/a
294.132	n/a	n/a	S106	CUE: 321	n/a	n/a
294.57	n/a	n/a	S  4	Up Button	n/a	n/a
294.884	n/a	n/a	S201	FB: Win	n/a	n/a
295.966	n/a	n/a	S  1	Fixation	n/a	n/a
296.798	n/a	n/a	S105	CUE: 312	n/a	n/a
297.17	n/a	n/a	S  4	Up Button	n/a	n/a
297.434	n/a	n/a	S200	FB: Loss	n/a	n/a
298.518	n/a	n/a	S  1	Fixation	n/a	n/a
299.28	n/a	n/a	S102	CUE: 132	n/a	n/a
299.858	n/a	n/a	S  3	Left Button	n/a	n/a
300.212	n/a	n/a	S201	FB: Win	n/a	n/a
301.288	n/a	n/a	S  1	Fixation	n/a	n/a
302.018	n/a	n/a	S106	CUE: 321	n/a	n/a
302.43	n/a	n/a	S  4	Up Button	n/a	n/a
302.754	n/a	n/a	S201	FB: Win	n/a	n/a
303.84	n/a	n/a	S  1	Fixation	n/a	n/a
304.65	n/a	n/a	S102	CUE: 132	n/a	n/a
305.238	n/a	n/a	S  3	Left Button	n/a	n/a
305.522	n/a	n/a	S200	FB: Loss	n/a	n/a
306.608	n/a	n/a	S  1	Fixation	n/a	n/a
307.43	n/a	n/a	S105	CUE: 312	n/a	n/a
307.87	n/a	n/a	S  4	Up Button	n/a	n/a
308.174	n/a	n/a	S201	FB: Win	n/a	n/a
309.26	n/a	n/a	S  1	Fixation	n/a	n/a
309.992	n/a	n/a	S104	CUE: 231	n/a	n/a
310.534	n/a	n/a	S  2	Right Button	n/a	n/a
310.838	n/a	n/a	S200	FB: Loss	n/a	n/a
311.912	n/a	n/a	S  1	Fixation	n/a	n/a
312.714	n/a	n/a	S105	CUE: 312	n/a	n/a
313.55	n/a	n/a	S  4	Up Button	n/a	n/a
313.894	n/a	n/a	S201	FB: Win	n/a	n/a
314.982	n/a	n/a	S  1	Fixation	n/a	n/a
315.812	n/a	n/a	S102	CUE: 132	n/a	n/a
316.61	n/a	n/a	S  3	Left Button	n/a	n/a
316.794	n/a	n/a	S201	FB: Win	n/a	n/a
317.866	n/a	n/a	S  1	Fixation	n/a	n/a
318.568	n/a	n/a	S106	CUE: 321	n/a	n/a
319.25	n/a	n/a	S  4	Up Button	n/a	n/a
319.454	n/a	n/a	S200	FB: Loss	n/a	n/a
