onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	1.826	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
41.357	0.526	n/a	boundary	n/a	n/a	n/a
78.225	0.774	n/a	boundary	n/a	n/a	n/a
79.557	0.776	n/a	boundary	n/a	n/a	n/a
83.271	0.498	n/a	boundary	n/a	n/a	n/a
83.72	n/a	n/a	S  1	Fixation	n/a	n/a
84.552	n/a	n/a	S101	CUE: 123	n/a	n/a
86.13	n/a	n/a	S 99	No Response	n/a	n/a
86.358	n/a	n/a	S199	FB: No Resp	n/a	n/a
87.418	n/a	n/a	S  1	Fixation	n/a	n/a
88.14	n/a	n/a	S103	CUE: 213	n/a	n/a
89.47	n/a	n/a	S  2	Right Button	n/a	n/a
89.824	n/a	n/a	S201	FB: Win	n/a	n/a
90.147	0.498	n/a	boundary	n/a	n/a	n/a
90.384	n/a	n/a	S  1	Fixation	n/a	n/a
91.096	n/a	n/a	S103	CUE: 213	n/a	n/a
92.016	n/a	n/a	S  3	Left Button	n/a	n/a
92.238	n/a	n/a	S201	FB: Win	n/a	n/a
93.298	n/a	n/a	S  1	Fixation	n/a	n/a
94.138	n/a	n/a	S103	CUE: 213	n/a	n/a
95.352	n/a	n/a	S  3	Left Button	n/a	n/a
95.656	n/a	n/a	S200	FB: Loss	n/a	n/a
96.714	n/a	n/a	S  1	Fixation	n/a	n/a
97.51	n/a	n/a	S103	CUE: 213	n/a	n/a
98.24	n/a	n/a	S  3	Left Button	n/a	n/a
98.464	n/a	n/a	S200	FB: Loss	n/a	n/a
99.52	n/a	n/a	S  1	Fixation	n/a	n/a
100.212	n/a	n/a	S105	CUE: 312	n/a	n/a
100.752	n/a	n/a	S  3	Left Button	n/a	n/a
100.936	n/a	n/a	S200	FB: Loss	n/a	n/a
101.994	n/a	n/a	S  1	Fixation	n/a	n/a
102.724	n/a	n/a	S103	CUE: 213	n/a	n/a
104.052	n/a	n/a	S  2	Right Button	n/a	n/a
104.366	n/a	n/a	S201	FB: Win	n/a	n/a
105.422	n/a	n/a	S  1	Fixation	n/a	n/a
106.244	n/a	n/a	S101	CUE: 123	n/a	n/a
107.516	n/a	n/a	S  3	Left Button	n/a	n/a
107.68	n/a	n/a	S201	FB: Win	n/a	n/a
108.736	n/a	n/a	S  1	Fixation	n/a	n/a
109.426	n/a	n/a	S105	CUE: 312	n/a	n/a
110.452	n/a	n/a	S  4	Up Button	n/a	n/a
110.674	n/a	n/a	S201	FB: Win	n/a	n/a
111.732	n/a	n/a	S  1	Fixation	n/a	n/a
112.422	n/a	n/a	S104	CUE: 231	n/a	n/a
113.412	n/a	n/a	S  4	Up Button	n/a	n/a
113.704	n/a	n/a	S200	FB: Loss	n/a	n/a
114.76	n/a	n/a	S  1	Fixation	n/a	n/a
115.492	n/a	n/a	S101	CUE: 123	n/a	n/a
116.336	n/a	n/a	S  3	Left Button	n/a	n/a
116.488	n/a	n/a	S201	FB: Win	n/a	n/a
117.544	n/a	n/a	S  1	Fixation	n/a	n/a
118.256	n/a	n/a	S103	CUE: 213	n/a	n/a
119.16	n/a	n/a	S  2	Right Button	n/a	n/a
119.352	n/a	n/a	S200	FB: Loss	n/a	n/a
120.408	n/a	n/a	S  1	Fixation	n/a	n/a
121.188	n/a	n/a	S104	CUE: 231	n/a	n/a
122.204	n/a	n/a	S  4	Up Button	n/a	n/a
122.376	n/a	n/a	S200	FB: Loss	n/a	n/a
123.432	n/a	n/a	S  1	Fixation	n/a	n/a
124.254	n/a	n/a	S101	CUE: 123	n/a	n/a
125.26	n/a	n/a	S  4	Up Button	n/a	n/a
125.432	n/a	n/a	S200	FB: Loss	n/a	n/a
126.488	n/a	n/a	S  1	Fixation	n/a	n/a
127.258	n/a	n/a	S103	CUE: 213	n/a	n/a
128.048	n/a	n/a	S  2	Right Button	n/a	n/a
128.21	n/a	n/a	S200	FB: Loss	n/a	n/a
129.266	n/a	n/a	S  1	Fixation	n/a	n/a
130.016	n/a	n/a	S105	CUE: 312	n/a	n/a
131.57	n/a	n/a	S 99	No Response	n/a	n/a
131.912	n/a	n/a	S199	FB: No Resp	n/a	n/a
132.968	n/a	n/a	S  1	Fixation	n/a	n/a
133.618	n/a	n/a	S105	CUE: 312	n/a	n/a
