onset	duration	sample	value	trial_type	response_time	stim_file
-0.001	1.712	n/a	boundary	n/a	n/a	n/a
0	n/a	n/a	boundary	STATUS	n/a	n/a
68.728	n/a	n/a	S  1	Fixation	n/a	n/a
69.386	n/a	n/a	S103	CUE: 213	n/a	n/a
70.972	n/a	n/a	S 99	No Response	n/a	n/a
71.154	n/a	n/a	S199	FB: No Resp	n/a	n/a
72.23	n/a	n/a	S  1	Fixation	n/a	n/a
72.912	n/a	n/a	S102	CUE: 132	n/a	n/a
74.48	n/a	n/a	S 99	No Response	n/a	n/a
74.754	n/a	n/a	S199	FB: No Resp	n/a	n/a
75.834	n/a	n/a	S  1	Fixation	n/a	n/a
76.674	n/a	n/a	S105	CUE: 312	n/a	n/a
78.234	n/a	n/a	S 99	No Response	n/a	n/a
78.468	n/a	n/a	S199	FB: No Resp	n/a	n/a
79.552	n/a	n/a	S  1	Fixation	n/a	n/a
80.344	n/a	n/a	S106	CUE: 321	n/a	n/a
81.904	n/a	n/a	S 99	No Response	n/a	n/a
82.126	n/a	n/a	S199	FB: No Resp	n/a	n/a
83.206	n/a	n/a	S  1	Fixation	n/a	n/a
83.956	n/a	n/a	S102	CUE: 132	n/a	n/a
85.522	n/a	n/a	S 99	No Response	n/a	n/a
85.696	n/a	n/a	S199	FB: No Resp	n/a	n/a
86.776	n/a	n/a	S  1	Fixation	n/a	n/a
87.498	n/a	n/a	S102	CUE: 132	n/a	n/a
89.058	n/a	n/a	S 99	No Response	n/a	n/a
89.382	n/a	n/a	S199	FB: No Resp	n/a	n/a
90.462	n/a	n/a	S  1	Fixation	n/a	n/a
91.222	n/a	n/a	S103	CUE: 213	n/a	n/a
92.778	n/a	n/a	S 99	No Response	n/a	n/a
93.022	n/a	n/a	S199	FB: No Resp	n/a	n/a
94.098	n/a	n/a	S  1	Fixation	n/a	n/a
94.898	n/a	n/a	S101	CUE: 123	n/a	n/a
96.47	n/a	n/a	S 99	No Response	n/a	n/a
96.672	n/a	n/a	S199	FB: No Resp	n/a	n/a
97.75	n/a	n/a	S  1	Fixation	n/a	n/a
98.402	n/a	n/a	S105	CUE: 312	n/a	n/a
99.968	n/a	n/a	S 99	No Response	n/a	n/a
100.2	n/a	n/a	S199	FB: No Resp	n/a	n/a
101.286	n/a	n/a	S  1	Fixation	n/a	n/a
102.058	n/a	n/a	S105	CUE: 312	n/a	n/a
103.624	n/a	n/a	S 99	No Response	n/a	n/a
103.868	n/a	n/a	S199	FB: No Resp	n/a	n/a
104.938	n/a	n/a	S  1	Fixation	n/a	n/a
105.6	n/a	n/a	S103	CUE: 213	n/a	n/a
107.156	n/a	n/a	S 99	No Response	n/a	n/a
107.39	n/a	n/a	S199	FB: No Resp	n/a	n/a
108.458	n/a	n/a	S  1	Fixation	n/a	n/a
109.24	n/a	n/a	S101	CUE: 123	n/a	n/a
110.792	n/a	n/a	S 99	No Response	n/a	n/a
111.096	n/a	n/a	S199	FB: No Resp	n/a	n/a
112.178	n/a	n/a	S  1	Fixation	n/a	n/a
112.84	n/a	n/a	S105	CUE: 312	n/a	n/a
114.394	n/a	n/a	S 99	No Response	n/a	n/a
114.638	n/a	n/a	S199	FB: No Resp	n/a	n/a
115.714	n/a	n/a	S  1	Fixation	n/a	n/a
116.546	n/a	n/a	S106	CUE: 321	n/a	n/a
118.098	n/a	n/a	S 99	No Response	n/a	n/a
118.362	n/a	n/a	S199	FB: No Resp	n/a	n/a
119.438	n/a	n/a	S  1	Fixation	n/a	n/a
120.288	n/a	n/a	S106	CUE: 321	n/a	n/a
121.706	n/a	n/a	S  2	Right Button	n/a	n/a
122.03	n/a	n/a	S201	FB: Win	n/a	n/a
123.102	n/a	n/a	S  1	Fixation	n/a	n/a
123.195	2.784	n/a	boundary	n/a	n/a	n/a
123.338	n/a	n/a	S  1	Fixation	n/a	n/a
124.18	n/a	n/a	S105	CUE: 312	n/a	n/a
125.034	n/a	n/a	S  3	Left Button	n/a	n/a
125.218	n/a	n/a	S201	FB: Win	n/a	n/a
126.29	n/a	n/a	S  1	Fixation	n/a	n/a
127.032	n/a	n/a	S102	CUE: 132	n/a	n/a
127.874	n/a	n/a	S  4	Up Button	n/a	n/a
128.198	n/a	n/a	S200	FB: Loss	n/a	n/a
129.276	n/a	n/a	S  1	Fixation	n/a	n/a
130.076	n/a	n/a	S104	CUE: 231	n/a	n/a
130.85	n/a	n/a	S  4	Up Button	n/a	n/a
131.054	n/a	n/a	S201	FB: Win	n/a	n/a
132.128	n/a	n/a	S  1	Fixation	n/a	n/a
132.87	n/a	n/a	S103	CUE: 213	n/a	n/a
133.562	n/a	n/a	S  3	Left Button	n/a	n/a
133.746	n/a	n/a	S201	FB: Win	n/a	n/a
134.83	n/a	n/a	S  1	Fixation	n/a	n/a
135.662	n/a	n/a	S106	CUE: 321	n/a	n/a
136.318	n/a	n/a	S  2	Right Button	n/a	n/a
136.572	n/a	n/a	S201	FB: Win	n/a	n/a
137.648	n/a	n/a	S  1	Fixation	n/a	n/a
138.46	n/a	n/a	S102	CUE: 132	n/a	n/a
139.162	n/a	n/a	S  4	Up Button	n/a	n/a
139.336	n/a	n/a	S201	FB: Win	n/a	n/a
140.418	n/a	n/a	S  1	Fixation	n/a	n/a
141.068	n/a	n/a	S104	CUE: 231	n/a	n/a
141.562	n/a	n/a	S  4	Up Button	n/a	n/a
141.776	n/a	n/a	S200	FB: Loss	n/a	n/a
142.852	n/a	n/a	S  1	Fixation	n/a	n/a
143.624	n/a	n/a	S101	CUE: 123	n/a	n/a
144.498	n/a	n/a	S  4	Up Button	n/a	n/a
144.802	n/a	n/a	S200	FB: Loss	n/a	n/a
145.872	n/a	n/a	S  1	Fixation	n/a	n/a
146.654	n/a	n/a	S105	CUE: 312	n/a	n/a
147.386	n/a	n/a	S  3	Left Button	n/a	n/a
147.66	n/a	n/a	S201	FB: Win	n/a	n/a
148.74	n/a	n/a	S  1	Fixation	n/a	n/a
149.422	n/a	n/a	S102	CUE: 132	n/a	n/a
150.29	n/a	n/a	S  4	Up Button	n/a	n/a
150.604	n/a	n/a	S201	FB: Win	n/a	n/a
151.676	n/a	n/a	S  1	Fixation	n/a	n/a
152.478	n/a	n/a	S102	CUE: 132	n/a	n/a
153.186	n/a	n/a	S  2	Right Button	n/a	n/a
153.46	n/a	n/a	S201	FB: Win	n/a	n/a
154.544	n/a	n/a	S  1	Fixation	n/a	n/a
155.226	n/a	n/a	S103	CUE: 213	n/a	n/a
155.882	n/a	n/a	S  3	Left Button	n/a	n/a
156.176	n/a	n/a	S201	FB: Win	n/a	n/a
157.248	n/a	n/a	S  1	Fixation	n/a	n/a
158.098	n/a	n/a	S101	CUE: 123	n/a	n/a
158.782	n/a	n/a	S  2	Right Button	n/a	n/a
159.116	n/a	n/a	S201	FB: Win	n/a	n/a
160.2	n/a	n/a	S  1	Fixation	n/a	n/a
160.85	n/a	n/a	S101	CUE: 123	n/a	n/a
161.39	n/a	n/a	S  2	Right Button	n/a	n/a
161.704	n/a	n/a	S201	FB: Win	n/a	n/a
162.784	n/a	n/a	S  1	Fixation	n/a	n/a
