onset	duration	sample	value	trial_type	response_time	stim_file
436.982	n/a	n/a	S  3	Left Button	n/a	n/a
436.982	n/a	n/a	R  6	STATUS	n/a	n/a
437.244	n/a	n/a	S  7	STATUS	n/a	n/a
437.244	n/a	n/a	R 12	STATUS	n/a	n/a
438.298	n/a	n/a	S  1	Fixation	n/a	n/a
438.96	n/a	n/a	S  8	STATUS	n/a	n/a
438.96	n/a	n/a	R  6	STATUS	n/a	n/a
439.52	n/a	n/a	S  2	Right Button	n/a	n/a
439.832	n/a	n/a	S  9	STATUS	n/a	n/a
439.832	n/a	n/a	R 12	STATUS	n/a	n/a
440.825	0.774	n/a	boundary	n/a	n/a	n/a
441.618	n/a	n/a	S  3	Left Button	n/a	n/a
441.93	n/a	n/a	S  8	STATUS	n/a	n/a
